subject,cue_type,cued_recall_acc,free_recall_acc,MemCuePostprior2items,MemCuePostprior3items,cue_type_prioritem1,cue_type_prioritem2,cue_type_prioritem3,cue_type_prioritem4,cue_type_prioritem5,cue_type_consec_value,cue_type_consec_lab,stim1,stim2,list,trial,procedure,duration,addedTime,onset
31,TBF,0,0,NA_NA_?,NA_NA_NA_?,NA,NA,NA,NA,NA,NA,NA,word001,NA,1,25,Test,3000,0,102000
31,TBF,0,0,NA_TBF_?,NA_NA_TBF_?,TBF,NA,NA,NA,NA,-0.5,TBF1,word002,NA,1,26,Test,3000,0,105000
31,TBF,0,0,TBF_TBF_?,NA_TBF_TBF_?,TBF,TBF,NA,NA,NA,-1.5,TBF2,word003,NA,1,27,Test,3000,0,108000
31,TBR,1,1,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,NA,NA,-2.5,TBF3,word004,NA,1,28,Test,3000,0,111000
31,TBF,1,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBF,NA,0.5,TBR1,word005,NA,1,29,Test,3000,0,114000
31,TBR,1,1,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBF,TBF,-0.5,TBF1,word006,NA,1,30,Test,3000,0,117000
31,TBF,0,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,TBF,0.5,TBR1,word007,NA,1,31,Test,3000,0,120000
31,TBF,0,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBR,TBF,-0.5,TBF1,word008,NA,1,32,Test,3000,0,123000
31,TBF,0,0,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBF,TBR,-1.5,TBF2,word009,NA,1,33,Test,3000,0,126000
31,TBR,1,0,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,TBR,TBF,-2.5,TBF3,word010,NA,1,34,Test,3000,0,129000
31,TBR,1,1,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBF,TBR,0.5,TBR1,word011,NA,1,35,Test,3000,0,132000
31,TBR,1,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBF,TBF,1.5,TBR2,word012,NA,1,36,Test,3000,0,135000
31,TBR,0,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBF,2.5,TBR3,word013,NA,1,37,Test,3000,0,138000
31,TBF,0,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBR,TBF,2.5,TBR3,word014,NA,1,38,Test,3000,0,141000
31,TBF,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBR,TBR,-0.5,TBF1,word015,NA,1,39,Test,3000,0,144000
31,TBR,1,1,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBR,TBR,-1.5,TBF2,word016,NA,1,40,Test,3000,0,147000
31,TBR,0,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBR,TBR,0.5,TBR1,word017,NA,1,41,Test,3000,0,150000
31,TBF,1,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBF,TBR,1.5,TBR2,word018,NA,1,42,Test,3000,0,153000
31,TBF,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBF,TBF,-0.5,TBF1,word019,NA,1,43,Test,3000,0,156000
31,TBR,0,0,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBR,TBF,-1.5,TBF2,word020,NA,1,44,Test,3000,0,159000
31,TBR,1,1,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBR,TBR,0.5,TBR1,word021,NA,1,45,Test,3000,0,162000
31,TBR,1,1,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBF,TBR,1.5,TBR2,word022,NA,1,46,Test,3000,0,165000
31,TBR,0,0.5,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBF,2.5,TBR3,word023,NA,1,47,Test,3000,0,168000
31,TBF,0,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBR,TBF,2.5,TBR3,word024,NA,1,48,Test,3000,0,171000
32,TBF,0,0,NA_NA_?,NA_NA_NA_?,NA,NA,NA,NA,NA,NA,NA,word001,word025,1,1,Study,3000,0,0
32,TBF,0,0,NA_TBF_?,NA_NA_TBF_?,TBF,NA,NA,NA,NA,-0.5,TBF1,word002,word026,1,2,Study,3000,0,3000
32,TBF,0,0,TBF_TBF_?,NA_TBF_TBF_?,TBF,TBF,NA,NA,NA,-1.5,TBF2,word003,word027,1,3,Study,3000,0,6000
32,TBR,0,0,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,NA,NA,-2.5,TBF3,word004,word028,1,4,Study,3000,0,9000
32,TBR,1,1,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBF,NA,0.5,TBR1,word005,word029,1,5,Study,3000,0,12000
32,TBF,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBF,TBF,1.5,TBR2,word006,word030,1,6,Study,3000,0,15000
32,TBR,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBF,TBF,-0.5,TBF1,word007,word031,1,7,Study,3000,0,18000
32,TBR,1,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBR,TBF,0.5,TBR1,word008,word032,1,8,Study,3000,0,21000
32,TBR,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBR,1.5,TBR2,word009,word033,1,9,Study,3000,0,24000
32,TBR,1,1,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBR,2.5,TBR3,word010,word034,1,10,Study,3000,0,27000
32,TBF,1,1,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBR,TBF,2.5,TBR3,word011,word035,1,11,Study,3000,0,30000
32,TBF,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBR,TBR,-0.5,TBF1,word012,word036,1,12,Study,3000,0,33000
32,TBR,1,1,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBR,TBR,-1.5,TBF2,word013,word037,1,13,Study,3000,0,36000
32,TBR,1,1,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBR,TBR,0.5,TBR1,word014,word038,1,14,Study,3000,0,39000
32,TBR,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBF,TBR,1.5,TBR2,word015,word039,1,15,Study,3000,0,42000
32,TBR,0,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBF,2.5,TBR3,word016,word040,1,16,Study,3000,0,45000
32,TBF,0,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBR,TBF,2.5,TBR3,word017,word041,1,17,Study,3000,0,48000
32,TBF,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBR,TBR,-0.5,TBF1,word018,word042,1,18,Study,3000,0,51000
32,TBF,0,0,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBR,TBR,-1.5,TBF2,word019,word043,1,19,Study,3000,0,54000
32,TBF,0,0,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,TBR,TBR,-2.5,TBF3,word020,word044,1,20,Study,3000,0,57000
32,TBF,0,0,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,TBF,TBR,-2.5,TBF3,word021,word045,1,21,Study,3000,0,60000
32,TBR,0,0,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,TBF,TBF,-2.5,TBF3,word022,word046,1,22,Study,3000,0,63000
32,TBR,0,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBF,TBF,0.5,TBR1,word023,word047,1,23,Study,3000,0,66000
32,TBF,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBF,TBF,1.5,TBR2,word024,word048,1,24,Study,3000,30000,69000
32,TBF,0,0,NA_NA_?,NA_NA_NA_?,NA,NA,NA,NA,NA,NA,NA,word001,NA,1,25,Test,3000,0,102000
32,TBF,0,0,NA_TBF_?,NA_NA_TBF_?,TBF,NA,NA,NA,NA,-0.5,TBF1,word002,NA,1,26,Test,3000,0,105000
32,TBF,0,0,TBF_TBF_?,NA_TBF_TBF_?,TBF,TBF,NA,NA,NA,-1.5,TBF2,word003,NA,1,27,Test,3000,0,108000
32,TBR,0,0,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,NA,NA,-2.5,TBF3,word004,NA,1,28,Test,3000,0,111000
32,TBR,1,1,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBF,NA,0.5,TBR1,word005,NA,1,29,Test,3000,0,114000
32,TBF,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBF,TBF,1.5,TBR2,word006,NA,1,30,Test,3000,0,117000
32,TBR,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBF,TBF,-0.5,TBF1,word007,NA,1,31,Test,3000,0,120000
32,TBR,1,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBR,TBF,0.5,TBR1,word008,NA,1,32,Test,3000,0,123000
32,TBR,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBR,1.5,TBR2,word009,NA,1,33,Test,3000,0,126000
32,TBR,1,1,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBR,2.5,TBR3,word010,NA,1,34,Test,3000,0,129000
32,TBF,1,1,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBR,TBF,2.5,TBR3,word011,NA,1,35,Test,3000,0,132000
32,TBF,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBR,TBR,-0.5,TBF1,word012,NA,1,36,Test,3000,0,135000
32,TBR,1,1,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBR,TBR,-1.5,TBF2,word013,NA,1,37,Test,3000,0,138000
32,TBR,1,1,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBR,TBR,0.5,TBR1,word014,NA,1,38,Test,3000,0,141000
32,TBR,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBF,TBR,1.5,TBR2,word015,NA,1,39,Test,3000,0,144000
32,TBR,0,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBF,2.5,TBR3,word016,NA,1,40,Test,3000,0,147000
32,TBF,0,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBR,TBF,2.5,TBR3,word017,NA,1,41,Test,3000,0,150000
32,TBF,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBR,TBR,-0.5,TBF1,word018,NA,1,42,Test,3000,0,153000
32,TBF,0,0,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBR,TBR,-1.5,TBF2,word019,NA,1,43,Test,3000,0,156000
32,TBF,0,0,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,TBR,TBR,-2.5,TBF3,word020,NA,1,44,Test,3000,0,159000
32,TBF,0,0,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,TBF,TBR,-2.5,TBF3,word021,NA,1,45,Test,3000,0,162000
32,TBR,0,0,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,TBF,TBF,-2.5,TBF3,word022,NA,1,46,Test,3000,0,165000
32,TBR,0,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBF,TBF,0.5,TBR1,word023,NA,1,47,Test,3000,0,168000
32,TBF,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBF,TBF,1.5,TBR2,word024,NA,1,48,Test,3000,0,171000
33,TBF,0,0,NA_NA_?,NA_NA_NA_?,NA,NA,NA,NA,NA,NA,NA,word001,word025,1,1,Study,3000,0,0
33,TBR,0,0.5,NA_TBF_?,NA_NA_TBF_?,TBF,NA,NA,NA,NA,-0.5,TBF1,word002,word026,1,2,Study,3000,0,3000
33,TBF,0,0,TBF_TBR_?,NA_TBF_TBR_?,TBR,TBF,NA,NA,NA,0.5,TBR1,word003,word027,1,3,Study,3000,0,6000
33,TBR,1,1,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,NA,NA,-0.5,TBF1,word004,word028,1,4,Study,3000,0,9000
33,TBF,0,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,NA,0.5,TBR1,word005,word029,1,5,Study,3000,0,12000
33,TBF,1,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBR,TBF,-0.5,TBF1,word006,word030,1,6,Study,3000,0,15000
33,TBF,0,0,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBF,TBR,-1.5,TBF2,word007,word031,1,7,Study,3000,0,18000
33,TBR,1,1,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,TBR,TBF,-2.5,TBF3,word008,word032,1,8,Study,3000,0,21000
33,TBF,0,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBF,TBR,0.5,TBR1,word009,word033,1,9,Study,3000,0,24000
33,TBR,1,1,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBF,TBF,-0.5,TBF1,word010,word034,1,10,Study,3000,0,27000
33,TBF,0,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,TBF,0.5,TBR1,word011,word035,1,11,Study,3000,0,30000
33,TBF,0,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBR,TBF,-0.5,TBF1,word012,word036,1,12,Study,3000,0,33000
33,TBR,0,0.5,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBF,TBR,-1.5,TBF2,word013,word037,1,13,Study,3000,0,36000
33,TBF,0,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBR,TBF,0.5,TBR1,word014,word038,1,14,Study,3000,0,39000
33,TBF,0,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBF,TBR,-0.5,TBF1,word015,word039,1,15,Study,3000,0,42000
33,TBR,1,1,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBF,TBF,-1.5,TBF2,word016,word040,1,16,Study,3000,0,45000
33,TBF,0,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBR,TBF,0.5,TBR1,word017,word041,1,17,Study,3000,0,48000
33,TBR,0,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBF,TBR,-0.5,TBF1,word018,word042,1,18,Study,3000,0,51000
33,TBR,0,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,TBF,0.5,TBR1,word019,word043,1,19,Study,3000,0,54000
33,TBF,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBF,1.5,TBR2,word020,word044,1,20,Study,3000,0,57000
33,TBR,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBF,TBR,-0.5,TBF1,word021,word045,1,21,Study,3000,0,60000
33,TBR,0,0.5,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBR,TBF,0.5,TBR1,word022,word046,1,22,Study,3000,0,63000
33,TBR,1,1,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBR,1.5,TBR2,word023,word047,1,23,Study,3000,0,66000
33,TBR,1,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBR,2.5,TBR3,word024,word048,1,24,Study,3000,30000,69000
33,TBF,0,0,NA_NA_?,NA_NA_NA_?,NA,NA,NA,NA,NA,NA,NA,word001,NA,1,25,Test,3000,0,102000
33,TBR,0,0.5,NA_TBF_?,NA_NA_TBF_?,TBF,NA,NA,NA,NA,-0.5,TBF1,word002,NA,1,26,Test,3000,0,105000
33,TBF,0,0,TBF_TBR_?,NA_TBF_TBR_?,TBR,TBF,NA,NA,NA,0.5,TBR1,word003,NA,1,27,Test,3000,0,108000
33,TBR,1,1,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,NA,NA,-0.5,TBF1,word004,NA,1,28,Test,3000,0,111000
33,TBF,0,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,NA,0.5,TBR1,word005,NA,1,29,Test,3000,0,114000
33,TBF,1,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBR,TBF,-0.5,TBF1,word006,NA,1,30,Test,3000,0,117000
33,TBF,0,0,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBF,TBR,-1.5,TBF2,word007,NA,1,31,Test,3000,0,120000
33,TBR,1,1,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,TBR,TBF,-2.5,TBF3,word008,NA,1,32,Test,3000,0,123000
33,TBF,0,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBF,TBR,0.5,TBR1,word009,NA,1,33,Test,3000,0,126000
33,TBR,1,1,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBF,TBF,-0.5,TBF1,word010,NA,1,34,Test,3000,0,129000
33,TBF,0,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,TBF,0.5,TBR1,word011,NA,1,35,Test,3000,0,132000
33,TBF,0,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBR,TBF,-0.5,TBF1,word012,NA,1,36,Test,3000,0,135000
33,TBR,0,0.5,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBF,TBR,-1.5,TBF2,word013,NA,1,37,Test,3000,0,138000
33,TBF,0,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBR,TBF,0.5,TBR1,word014,NA,1,38,Test,3000,0,141000
33,TBF,0,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBF,TBR,-0.5,TBF1,word015,NA,1,39,Test,3000,0,144000
33,TBR,1,1,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBF,TBF,-1.5,TBF2,word016,NA,1,40,Test,3000,0,147000
33,TBF,0,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBR,TBF,0.5,TBR1,word017,NA,1,41,Test,3000,0,150000
33,TBR,0,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBF,TBR,-0.5,TBF1,word018,NA,1,42,Test,3000,0,153000
33,TBR,0,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,TBF,0.5,TBR1,word019,NA,1,43,Test,3000,0,156000
33,TBF,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBF,1.5,TBR2,word020,NA,1,44,Test,3000,0,159000
33,TBR,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBF,TBR,-0.5,TBF1,word021,NA,1,45,Test,3000,0,162000
33,TBR,0,0.5,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBR,TBF,0.5,TBR1,word022,NA,1,46,Test,3000,0,165000
33,TBR,1,1,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBR,1.5,TBR2,word023,NA,1,47,Test,3000,0,168000
33,TBR,1,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBR,2.5,TBR3,word024,NA,1,48,Test,3000,0,171000
34,TBF,0,0,NA_NA_?,NA_NA_NA_?,NA,NA,NA,NA,NA,NA,NA,word001,word025,1,1,Study,3000,0,0
34,TBR,0,1,NA_TBF_?,NA_NA_TBF_?,TBF,NA,NA,NA,NA,-0.5,TBF1,word002,word026,1,2,Study,3000,0,3000
34,TBF,0,0,TBF_TBR_?,NA_TBF_TBR_?,TBR,TBF,NA,NA,NA,0.5,TBR1,word003,word027,1,3,Study,3000,0,6000
34,TBR,0,0.5,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,NA,NA,-0.5,TBF1,word004,word028,1,4,Study,3000,0,9000
34,TBR,1,1,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,NA,0.5,TBR1,word005,word029,1,5,Study,3000,0,12000
34,TBR,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBF,1.5,TBR2,word006,word030,1,6,Study,3000,0,15000
34,TBF,0,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBR,2.5,TBR3,word007,word031,1,7,Study,3000,0,18000
34,TBF,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBR,TBF,-0.5,TBF1,word008,word032,1,8,Study,3000,0,21000
34,TBF,0,0,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBR,TBR,-1.5,TBF2,word009,word033,1,9,Study,3000,0,24000
34,TBR,0,0,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,TBR,TBR,-2.5,TBF3,word010,word034,1,10,Study,3000,0,27000
34,TBF,0,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBF,TBR,0.5,TBR1,word011,word035,1,11,Study,3000,0,30000
34,TBR,0,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBF,TBF,-0.5,TBF1,word012,word036,1,12,Study,3000,0,33000
34,TBR,1,1,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,TBF,0.5,TBR1,word013,word037,1,13,Study,3000,0,36000
34,TBR,1,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBF,1.5,TBR2,word014,word038,1,14,Study,3000,0,39000
34,TBF,0,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBR,2.5,TBR3,word015,word039,1,15,Study,3000,0,42000
34,TBR,1,1,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBR,TBF,-0.5,TBF1,word016,word040,1,16,Study,3000,0,45000
34,TBF,1,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBR,TBR,0.5,TBR1,word017,word041,1,17,Study,3000,0,48000
34,TBR,1,1,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBR,TBR,-0.5,TBF1,word018,word042,1,18,Study,3000,0,51000
34,TBR,0,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,TBR,0.5,TBR1,word019,word043,1,19,Study,3000,0,54000
34,TBF,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBF,1.5,TBR2,word020,word044,1,20,Study,3000,0,57000
34,TBR,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBF,TBR,-0.5,TBF1,word021,word045,1,21,Study,3000,0,60000
34,TBF,0,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBR,TBF,0.5,TBR1,word022,word046,1,22,Study,3000,0,63000
34,TBF,0,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBR,TBR,-0.5,TBF1,word023,word047,1,23,Study,3000,0,66000
34,TBF,1,1,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBF,TBR,-1.5,TBF2,word024,word048,1,24,Study,3000,30000,69000
34,TBF,0,0,NA_NA_?,NA_NA_NA_?,NA,NA,NA,NA,NA,NA,NA,word001,NA,1,25,Test,3000,0,102000
34,TBR,0,1,NA_TBF_?,NA_NA_TBF_?,TBF,NA,NA,NA,NA,-0.5,TBF1,word002,NA,1,26,Test,3000,0,105000
34,TBF,0,0,TBF_TBR_?,NA_TBF_TBR_?,TBR,TBF,NA,NA,NA,0.5,TBR1,word003,NA,1,27,Test,3000,0,108000
34,TBR,0,0.5,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,NA,NA,-0.5,TBF1,word004,NA,1,28,Test,3000,0,111000
34,TBR,1,1,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,NA,0.5,TBR1,word005,NA,1,29,Test,3000,0,114000
34,TBR,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBF,1.5,TBR2,word006,NA,1,30,Test,3000,0,117000
34,TBF,0,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBR,2.5,TBR3,word007,NA,1,31,Test,3000,0,120000
34,TBF,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBR,TBF,-0.5,TBF1,word008,NA,1,32,Test,3000,0,123000
34,TBF,0,0,TBF_TBF_?,TBR_TBF_TBF_?,TBF,TBF,TBR,TBR,TBR,-1.5,TBF2,word009,NA,1,33,Test,3000,0,126000
34,TBR,0,0,TBF_TBF_?,TBF_TBF_TBF_?,TBF,TBF,TBF,TBR,TBR,-2.5,TBF3,word010,NA,1,34,Test,3000,0,129000
34,TBF,0,0,TBF_TBR_?,TBF_TBF_TBR_?,TBR,TBF,TBF,TBF,TBR,0.5,TBR1,word011,NA,1,35,Test,3000,0,132000
34,TBR,0,0,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBF,TBF,-0.5,TBF1,word012,NA,1,36,Test,3000,0,135000
34,TBR,1,1,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,TBF,0.5,TBR1,word013,NA,1,37,Test,3000,0,138000
34,TBR,1,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBF,1.5,TBR2,word014,NA,1,38,Test,3000,0,141000
34,TBF,0,0,TBR_TBR_?,TBR_TBR_TBR_?,TBR,TBR,TBR,TBF,TBR,2.5,TBR3,word015,NA,1,39,Test,3000,0,144000
34,TBR,1,1,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBR,TBF,-0.5,TBF1,word016,NA,1,40,Test,3000,0,147000
34,TBF,1,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBR,TBR,0.5,TBR1,word017,NA,1,41,Test,3000,0,150000
34,TBR,1,1,TBR_TBF_?,TBF_TBR_TBF_?,TBF,TBR,TBF,TBR,TBR,-0.5,TBF1,word018,NA,1,42,Test,3000,0,153000
34,TBR,0,0,TBF_TBR_?,TBR_TBF_TBR_?,TBR,TBF,TBR,TBF,TBR,0.5,TBR1,word019,NA,1,43,Test,3000,0,156000
34,TBF,0,0,TBR_TBR_?,TBF_TBR_TBR_?,TBR,TBR,TBF,TBR,TBF,1.5,TBR2,word020,NA,1,44,Test,3000,0,159000
34,TBR,0,0,TBR_TBF_?,TBR_TBR_TBF_?,TBF,TBR,TBR,TBF,TBR,-0.5,TBF1,word021,NA,1,45,Test,3000,0,162000
