"subject","group","condition","list","stim1","stim2","free_recall_acc","cued_recall_acc","cue_type","trial","cue_type_prioritem1","cue_type_prioritem2","cue_type_prioritem3","cue_type_prioritem4","cue_type_consec_value","cue_type_consec_lab","procedure","testtria","response","duration","extra","onset"
10,"B","Att","C2","Darstellung",NA,0,1,"TBR",33,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",9,"Fluss",3000,0,156000
10,"B","Att","C2","Falle",NA,1,1,"TBR",34,"TBF","TBR","TBF","TBF",-0.5,"TBF1","test",10,"Heizung",3000,0,159000
10,"B","Att","C2","Schüler",NA,0,1,"TBR",35,"TBF","TBF","TBF","TBF",-2.5,"TBF3","test",11,"Leben",3000,0,162000
10,"B","Att","C2","Laden",NA,0,0,"TBR",36,"TBR","TBR","TBF","TBR",1.5,"TBR2","test",12,"",3000,0,165000
10,"B","Reh","D1","Rat","Stein",0,0,"TBR",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
10,"B","Reh","D1","Mittel","Zusammenhang",0,NA,"TBF",2,"TBR",NA,NA,NA,0.5,"TBR1","study",NA,NA,3000,0,3000
10,"B","Reh","D1","Kritik","Buch",0,1,"TBR",3,"TBF","TBR",NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,6000
10,"B","Reh","D1","Untersuchung","Brücke",0,NA,"TBF",4,"TBR","TBF","TBR",NA,0.5,"TBR1","study",NA,NA,3000,0,9000
10,"B","Reh","D1","Zustand","Schnee",0,0,"TBR",5,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,12000
10,"B","Reh","D1","Lösung","Körper",0,NA,"TBF",6,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,15000
10,"B","Reh","D1","Schutz","Bildung",0,NA,"TBF",7,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,18000
10,"B","Reh","D1","Stachel","Armee",0,NA,"TBF",8,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,21000
10,"B","Reh","D1","Gegenstand","Pferd",0,1,"TBR",9,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,24000
10,"B","Reh","D1","Hand","Planet",0,0,"TBR",10,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,27000
10,"B","Reh","D1","Volk","Straße",0,NA,"TBF",11,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,30000
10,"B","Reh","D1","Gruppe","Stück",0,NA,"TBF",12,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,33000
10,"B","Reh","D1","Kind","Gericht",1,1,"TBR",13,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,36000
10,"B","Reh","D1","Welt","Willen",0,0,"TBR",14,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,39000
10,"B","Reh","D1","Tatsache","Schläger",0,0,"TBR",15,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,42000
10,"B","Reh","D1","Ausdruck","Bruder",0,0,"TBR",16,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,45000
10,"B","Reh","D1","Ozean","Lehne",1,1,"TBR",17,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,48000
10,"B","Reh","D1","Verlobung","Augenblick",0,NA,"TBF",18,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,51000
10,"B","Reh","D1","Stimme","Tätigkeit",0,NA,"TBF",19,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,54000
10,"B","Reh","D1","Stamm","Garten",0,0,"TBR",20,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,57000
10,"B","Reh","D1","Kosten","Jahr",0,0,"TBR",21,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,60000
10,"B","Reh","D1","Teil","Besen",0,NA,"TBF",22,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,63000
10,"B","Reh","D1","Tier","Flasche",0,NA,"TBF",23,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,66000
10,"B","Reh","D1","Beispiel","Blut",0,NA,"TBF",24,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,69000
10,"B","Reh","D1","Kritik",NA,0,1,"TBR",25,"TBF","TBR",NA,NA,-0.5,"TBF1","test",1,"Buch",3000,60000,132000
10,"B","Reh","D1","Ozean",NA,1,1,"TBR",26,"TBR","TBR","TBR","TBR",2.5,"TBR3","test",2,"Lehne",3000,0,135000
10,"B","Reh","D1","Rat",NA,0,0,"TBR",27,NA,NA,NA,NA,NA,NA,"test",3,"Freund",3000,0,138000
10,"B","Reh","D1","Welt",NA,0,0,"TBR",28,"TBR","TBF","TBF","TBR",0.5,"TBR1","test",4,"",3000,0,141000
10,"B","Reh","D1","Ausdruck",NA,0,0,"TBR",29,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",5,"",3000,0,144000
10,"B","Reh","D1","Stamm",NA,0,0,"TBR",30,"TBF","TBF","TBR","TBR",-1.5,"TBF2","test",6,"Freunde",3000,0,147000
10,"B","Reh","D1","Kosten",NA,0,0,"TBR",31,"TBR","TBF","TBF","TBR",0.5,"TBR1","test",7,"",3000,0,150000
10,"B","Reh","D1","Tatsache",NA,0,0,"TBR",32,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",8,"",3000,0,153000
10,"B","Reh","D1","Gegenstand",NA,0,1,"TBR",33,"TBF","TBF","TBF","TBR",-2.5,"TBF3","test",9,"Pferd",3000,0,156000
10,"B","Reh","D1","Zustand",NA,0,0,"TBR",34,"TBF","TBR","TBF","TBR",-0.5,"TBF1","test",10,"",3000,0,159000
10,"B","Reh","D1","Hand",NA,0,0,"TBR",35,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",11,"",3000,0,162000
10,"B","Reh","D1","Kind",NA,1,1,"TBR",36,"TBF","TBF","TBR","TBR",-1.5,"TBF2","test",12,"Gericht",3000,0,165000
10,"B","Reh","D2","Wirtschaft","Vertrag",0,NA,"TBF",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
10,"B","Reh","D2","Ofen","Gardinen",0,NA,"TBF",2,"TBF",NA,NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,3000
10,"B","Reh","D2","Rede","Vorstellung",0,NA,"TBF",3,"TBF","TBF",NA,NA,-1.5,"TBF2","study",NA,NA,3000,0,6000
10,"B","Reh","D2","Farbe","Roller",0,NA,"TBF",4,"TBF","TBF","TBF",NA,-2.5,"TBF3","study",NA,NA,3000,0,9000
10,"B","Reh","D2","Luft","Unterstützung",0,NA,"TBF",5,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,12000
10,"B","Reh","D2","Antrag","Sport",0,1,"TBR",6,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,15000
10,"B","Reh","D2","Tür","Theorie",0,1,"TBR",7,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,18000
10,"B","Reh","D2","Wirkung","Vertreter",0,NA,"TBF",8,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,21000
10,"B","Reh","D2","Feind","Bewusstsein",0,0,"TBR",9,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,24000
10,"B","Reh","D2","Erde","Ordnung",0,NA,"TBF",10,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,27000
10,"B","Reh","D2","Organisation","Statue",0,0,"TBR",11,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,30000
10,"B","Reh","D2","Natur","Blick",0,1,"TBR",12,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,33000
10,"B","Reh","D2","Abschluss","Rathaus",0,NA,"TBF",13,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,36000
10,"B","Reh","D2","Tanne","Geige",1,1,"TBR",14,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,39000
10,"B","Reh","D2","Regel","Bild",0,NA,"TBF",15,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,42000
10,"B","Reh","D2","Schneider","Nacht",0,NA,"TBF",16,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,45000
10,"B","Reh","D2","Boden","Gebiet",0,NA,"TBF",17,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,48000
10,"B","Reh","D2","Kirche","Zimmer",0,1,"TBR",18,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,51000
10,"B","Reh","D2","Wort","Anwendung",0,0,"TBR",19,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,54000
10,"B","Reh","D2","Gefühl","Wert",1,1,"TBR",20,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,57000
10,"B","Reh","D2","Mensch","Rechte",0,NA,"TBF",21,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,60000
10,"B","Reh","D2","Erfahrung","Sand",0,0,"TBR",22,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,63000
10,"B","Reh","D2","Kreis","Erkenntnis",0,0,"TBR",23,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,66000
10,"B","Reh","D2","Kopf","Leitung",0,0,"TBR",24,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,69000
10,"B","Reh","D2","Feind",NA,0,0,"TBR",25,"TBF","TBR","TBR","TBF",-0.5,"TBF1","test",1,"",3000,60000,132000
10,"B","Reh","D2","Kopf",NA,0,0,"TBR",26,"TBR","TBR","TBF","TBR",1.5,"TBR2","test",2,"",3000,0,135000
10,"B","Reh","D2","Wort",NA,0,0,"TBR",27,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",3,"",3000,0,138000
10,"B","Reh","D2","Gefühl",NA,1,1,"TBR",28,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",4,"Wert",3000,0,141000
10,"B","Reh","D2","Tür",NA,0,1,"TBR",29,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",5,"Theorie",3000,0,144000
10,"B","Reh","D2","Natur",NA,0,1,"TBR",30,"TBR","TBF","TBR","TBF",0.5,"TBR1","test",6,"Blick",3000,0,147000
10,"B","Reh","D2","Organisation",NA,0,0,"TBR",31,"TBF","TBR","TBF","TBR",-0.5,"TBF1","test",7,"",3000,0,150000
10,"B","Reh","D2","Kirche",NA,0,1,"TBR",32,"TBF","TBF","TBF","TBR",-2.5,"TBF3","test",8,"Zimmer",3000,0,153000
10,"B","Reh","D2","Antrag",NA,0,1,"TBR",33,"TBF","TBF","TBF","TBF",-2.5,"TBF3","test",9,"Sport",3000,0,156000
10,"B","Reh","D2","Tanne",NA,1,1,"TBR",34,"TBF","TBR","TBR","TBF",-0.5,"TBF1","test",10,"Geige",3000,0,159000
10,"B","Reh","D2","Kreis",NA,0,0,"TBR",35,"TBR","TBF","TBR","TBR",0.5,"TBR1","test",11,"",3000,0,162000
10,"B","Reh","D2","Erfahrung",NA,0,0,"TBR",36,"TBF","TBR","TBR","TBR",-0.5,"TBF1","test",12,"",3000,0,165000
11,"C","Control","A1","Schicksal","Weise",0,0,"TBR",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
11,"C","Control","A1","Wohnung","Stadt",0,NA,"TBF",2,"TBR",NA,NA,NA,0.5,"TBR1","study",NA,NA,3000,0,3000
11,"C","Control","A1","Kacheln","Scheibe",0,NA,"TBF",3,"TBF","TBR",NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,6000
11,"C","Control","A1","Krieg","Foto",0,NA,"TBF",4,"TBF","TBF","TBR",NA,-1.5,"TBF2","study",NA,NA,3000,0,9000
11,"C","Control","A1","Zeichen","Sache",0,NA,"TBF",5,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,12000
11,"C","Control","A1","Heimat","Eindruck",0,NA,"TBF",6,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,15000
11,"C","Control","A1","Nähe","Computer",1,1,"TBR",7,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,18000
11,"C","Control","A1","Name","Akademie",0,NA,"TBF",8,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,21000
11,"C","Control","A1","Rücken","Angst",0,NA,"TBF",9,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,24000
11,"C","Control","A1","Folge","Kabel",1,1,"TBR",10,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,27000
11,"C","Control","A1","Satz","Bevölkerung",0,NA,"TBF",11,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,30000
11,"C","Control","A1","Preis","Schwierigkeit",0,0,"TBR",12,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,33000
11,"C","Control","A1","Hoffnung","Bedingung",0,NA,"TBF",13,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,36000
11,"C","Control","A1","Bürger","Philosophie",1,1,"TBR",14,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,39000
11,"C","Control","A1","Verhandlung","Westen",0,0,"TBR",15,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,42000
11,"C","Control","A1","Sohn","Angeklagte",0,0,"TBR",16,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,45000
11,"C","Control","A1","Gedanke","Linie",0,0,"TBR",17,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,48000
11,"C","Control","A1","Wein","Unterführung",1,1,"TBR",18,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,51000
11,"C","Control","A1","Literatur","Wirklichkeit",0,0,"TBR",19,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,54000
11,"C","Control","A1","Gestalt","Karte",0.5,1,"TBR",20,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,57000
11,"C","Control","A1","Verbindung","Seite",0,NA,"TBF",21,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,60000
11,"C","Control","A1","Einheit","Erklärung",0,1,"TBR",22,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,63000
11,"C","Control","A1","Spiel","Gegensatz",0,NA,"TBF",23,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,66000
11,"C","Control","A1","Land","Gegenwart",0,NA,"TBF",24,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,69000
11,"C","Control","A1","Schicksal",NA,0,0,"TBR",25,NA,NA,NA,NA,NA,NA,"test",1,"",3000,60000,132000
11,"C","Control","A1","Sohn",NA,0,0,"TBR",26,"TBR","TBR","TBF","TBR",1.5,"TBR2","test",2,"Verhandlung",3000,0,135000
11,"C","Control","A1","Preis",NA,0,0,"TBR",27,"TBF","TBR","TBF","TBF",-0.5,"TBF1","test",3,"Stark",3000,0,138000
11,"C","Control","A1","Wein",NA,1,1,"TBR",28,"TBR","TBR","TBR","TBR",2.5,"TBR3","test",4,"Unterführung",3000,0,141000
11,"C","Control","A1","Nähe",NA,1,1,"TBR",29,"TBF","TBF","TBF","TBF",-2.5,"TBF3","test",5,"Computer",3000,0,144000
11,"C","Control","A1","Gestalt",NA,0.5,1,"TBR",30,"TBR","TBR","TBR","TBR",2.5,"TBR3","test",6,"Karte",3000,0,147000
11,"C","Control","A1","Verhandlung",NA,0,0,"TBR",31,"TBR","TBF","TBR","TBF",0.5,"TBR1","test",7,"Sohn",3000,0,150000
11,"C","Control","A1","Einheit",NA,0,1,"TBR",32,"TBF","TBR","TBR","TBR",-0.5,"TBF1","test",8,"Erklärung",3000,0,153000
11,"C","Control","A1","Folge",NA,1,1,"TBR",33,"TBF","TBF","TBR","TBF",-1.5,"TBF2","test",9,"Kabel",3000,0,156000
11,"C","Control","A1","Gedanke",NA,0,0,"TBR",34,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",10,"Harmonie",3000,0,159000
11,"C","Control","A1","Literatur",NA,0,0,"TBR",35,"TBR","TBR","TBR","TBR",2.5,"TBR3","test",11,"",3000,0,162000
11,"C","Control","A1","Bürger",NA,1,1,"TBR",36,"TBF","TBR","TBF","TBR",-0.5,"TBF1","test",12,"Philosophie",3000,0,165000
11,"C","Control","A2","Anspruch","Leiste",0,NA,"TBF",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
11,"C","Control","A2","Düne","Arena",0,1,"TBR",2,"TBF",NA,NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,3000
11,"C","Control","A2","Karton","Koffer",0,1,"TBR",3,"TBR","TBF",NA,NA,0.5,"TBR1","study",NA,NA,3000,0,6000
11,"C","Control","A2","Jahrhundert","Stern",0,1,"TBR",4,"TBR","TBR","TBF",NA,1.5,"TBR2","study",NA,NA,3000,0,9000
11,"C","Control","A2","Prozent","Rasen",0,NA,"TBF",5,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,12000
11,"C","Control","A2","Verhältnis","Titel",0,0,"TBR",6,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,15000
11,"C","Control","A2","Waffe","Kamin",0,1,"TBR",7,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,18000
11,"C","Control","A2","Menge","Ziegel",0,1,"TBR",8,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,21000
11,"C","Control","A2","Ort","Blatt",0,NA,"TBF",9,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,24000
11,"C","Control","A2","Insel","Sofa",1,1,"TBR",10,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,27000
11,"C","Control","A2","Punkt","Woche",0,1,"TBR",11,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,30000
11,"C","Control","A2","Vater","Möglichkeit",0,NA,"TBF",12,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,33000
11,"C","Control","A2","Spiegel","Fenster",0,NA,"TBF",13,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,36000
11,"C","Control","A2","Schritt","Arbeit",0,NA,"TBF",14,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,39000
11,"C","Control","A2","Fassade","Girlande",0,NA,"TBF",15,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,42000
11,"C","Control","A2","Meinung","Macht",0,NA,"TBF",16,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,45000
11,"C","Control","A2","Zweifel","Aussicht",0,0,"TBR",17,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,48000
11,"C","Control","A2","Hocker","König",0,NA,"TBF",18,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,51000
11,"C","Control","A2","Tag","Wald",1,1,"TBR",19,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,54000
11,"C","Control","A2","Abkommen","Meer",0,NA,"TBF",20,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,57000
11,"C","Control","A2","Gesicht","Verwaltung",1,1,"TBR",21,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,60000
11,"C","Control","A2","Auge","Einfluss",0,NA,"TBF",22,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,63000
11,"C","Control","A2","Mund","Schrank",0,NA,"TBF",23,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,66000
11,"C","Control","A2","Führung","Wandern",1,1,"TBR",24,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,69000
11,"C","Control","A2","Düne",NA,0,1,"TBR",25,"TBF",NA,NA,NA,-0.5,"TBF1","test",1,"Arena",3000,60000,132000
11,"C","Control","A2","Punkt",NA,0,1,"TBR",26,"TBR","TBF","TBR","TBR",0.5,"TBR1","test",2,"Woche",3000,0,135000
11,"C","Control","A2","Menge",NA,0,1,"TBR",27,"TBR","TBR","TBF","TBR",1.5,"TBR2","test",3,"Ziegel",3000,0,138000
11,"C","Control","A2","Zweifel",NA,0,0,"TBR",28,"TBF","TBF","TBF","TBF",-2.5,"TBF3","test",4,"",3000,0,141000
11,"C","Control","A2","Verhältnis",NA,0,0,"TBR",29,"TBF","TBR","TBR","TBR",-0.5,"TBF1","test",5,"",3000,0,144000
11,"C","Control","A2","Insel",NA,1,1,"TBR",30,"TBF","TBR","TBR","TBR",-0.5,"TBF1","test",6,"Sofa",3000,0,147000
11,"C","Control","A2","Karton",NA,0,1,"TBR",31,"TBR","TBF",NA,NA,0.5,"TBR1","test",7,"Koffer",3000,0,150000
11,"C","Control","A2","Waffe",NA,0,1,"TBR",32,"TBR","TBF","TBR","TBR",0.5,"TBR1","test",8,"Kamin",3000,0,153000
11,"C","Control","A2","Führung",NA,1,1,"TBR",33,"TBF","TBF","TBR","TBF",-1.5,"TBF2","test",9,"Wandern",3000,0,156000
11,"C","Control","A2","Tag",NA,1,1,"TBR",34,"TBF","TBR","TBF","TBF",-0.5,"TBF1","test",10,"Wald",3000,0,159000
11,"C","Control","A2","Gesicht",NA,1,1,"TBR",35,"TBF","TBR","TBF","TBR",-0.5,"TBF1","test",11,"Verwaltung",3000,0,162000
11,"C","Control","A2","Jahrhundert",NA,0,1,"TBR",36,"TBR","TBR","TBF",NA,1.5,"TBR2","test",12,"Stern",3000,0,165000
11,"C","Reh+Att","B1","Gelegenheit","Ordner",0,NA,"TBF",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
11,"C","Reh+Att","B1","Bauer","Versuch",0,0,"TBR",2,"TBF",NA,NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,3000
11,"C","Reh+Att","B1","Arzt","Klasse",0,NA,"TBF",3,"TBR","TBF",NA,NA,0.5,"TBR1","study",NA,NA,3000,0,6000
11,"C","Reh+Att","B1","Behandlung","Schrift",0,NA,"TBF",4,"TBF","TBR","TBF",NA,-0.5,"TBF1","study",NA,NA,3000,0,9000
11,"C","Reh+Att","B1","Hälfte","Klettern",0,NA,"TBF",5,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,12000
11,"C","Reh+Att","B1","Stunde","Polizei",0,NA,"TBF",6,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,15000
11,"C","Reh+Att","B1","Inhalt","Zweck",0,0,"TBR",7,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,18000
11,"C","Reh+Att","B1","Schaden","Bein",0,NA,"TBF",8,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,21000
11,"C","Reh+Att","B1","Wasser","Brief",0,1,"TBR",9,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,24000
11,"C","Reh+Att","B1","Monat","Mitarbeiter",0,0,"TBR",10,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,27000
11,"C","Reh+Att","B1","Zeit","Ventil",0,0,"TBR",11,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,30000
11,"C","Reh+Att","B1","Partei","Herz",0,NA,"TBF",12,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,33000
11,"C","Reh+Att","B1","Kultur","Bedeutung",0,0,"TBR",13,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,36000
11,"C","Reh+Att","B1","Kaiser","Tat",0,NA,"TBF",14,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,39000
11,"C","Reh+Att","B1","Anzahl","Telefon",0,NA,"TBF",15,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,42000
11,"C","Reh+Att","B1","Schädel","Million",0,1,"TBR",16,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,45000
11,"C","Reh+Att","B1","Jugend","General",0,0,"TBR",17,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,48000
11,"C","Reh+Att","B1","Wesen","Durchführung",0,NA,"TBF",18,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,51000
11,"C","Reh+Att","B1","Mädchen","Ding",1,1,"TBR",19,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,54000
11,"C","Reh+Att","B1","Geschichte","Ergebnis",0,0,"TBR",20,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,57000
11,"C","Reh+Att","B1","Liebe","Sprache",0,NA,"TBF",21,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,60000
11,"C","Reh+Att","B1","Bereich","Berg",1,1,"TBR",22,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,63000
11,"C","Reh+Att","B1","Theater","Zeitung",1,1,"TBR",23,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,66000
11,"C","Reh+Att","B1","Seele","Presse",0,NA,"TBF",24,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,69000
11,"C","Reh+Att","B1","Monat",NA,0,0,"TBR",25,"TBR","TBF","TBR","TBF",0.5,"TBR1","test",1,"",3000,60000,132000
11,"C","Reh+Att","B1","Kultur",NA,0,0,"TBR",26,"TBF","TBR","TBR","TBR",-0.5,"TBF1","test",2,"Bräuche",3000,0,135000
11,"C","Reh+Att","B1","Jugend",NA,0,0,"TBR",27,"TBR","TBF","TBF","TBR",0.5,"TBR1","test",3,"",3000,0,138000
11,"C","Reh+Att","B1","Bereich",NA,1,1,"TBR",28,"TBF","TBR","TBR","TBF",-0.5,"TBF1","test",4,"Berg",3000,0,141000
11,"C","Reh+Att","B1","Wasser",NA,0,1,"TBR",29,"TBF","TBR","TBF","TBF",-0.5,"TBF1","test",5,"Brief",3000,0,144000
11,"C","Reh+Att","B1","Zeit",NA,0,0,"TBR",30,"TBR","TBR","TBF","TBR",1.5,"TBR2","test",6,"",3000,0,147000
11,"C","Reh+Att","B1","Schädel",NA,0,1,"TBR",31,"TBF","TBF","TBR","TBF",-1.5,"TBF2","test",7,"Millionen",3000,0,150000
11,"C","Reh+Att","B1","Bauer",NA,0,0,"TBR",32,"TBF",NA,NA,NA,-0.5,"TBF1","test",8,"",3000,0,153000
11,"C","Reh+Att","B1","Theater",NA,1,1,"TBR",33,"TBR","TBF","TBR","TBR",0.5,"TBR1","test",9,"Zeitung",3000,0,156000
11,"C","Reh+Att","B1","Inhalt",NA,0,0,"TBR",34,"TBF","TBF","TBF","TBF",-2.5,"TBF3","test",10,"",3000,0,159000
