"subject","group","condition","list","stim1","stim2","free_recall_acc","cued_recall_acc","cue_type","trial","cue_type_prioritem1","cue_type_prioritem2","cue_type_prioritem3","cue_type_prioritem4","cue_type_consec_value","cue_type_consec_lab","procedure","testtria","response","duration","extra","onset"
28,"D","Att","C1","Ansicht","Fisch",0,NA,"TBF",10,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,27000
28,"D","Att","C1","Form","Nagel",0,NA,"TBF",11,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,30000
28,"D","Att","C1","Falle","Heizung",0,1,"TBR",12,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,33000
28,"D","Att","C1","Lackierung","Marathon",0,1,"TBR",13,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,36000
28,"D","Att","C1","Minister","Rolle",0,0,"TBR",14,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,39000
28,"D","Att","C1","Beutel","Lenkrad",0,0,"TBR",15,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,42000
28,"D","Att","C1","Darstellung","Fluss",0,0,"TBR",16,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,45000
28,"D","Att","C1","Küche","Gespräch",0,NA,"TBF",17,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,48000
28,"D","Att","C1","Mitglied","Halle",0,NA,"TBF",18,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,51000
28,"D","Att","C1","Urteil","Finger",0,0,"TBR",19,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,54000
28,"D","Att","C1","Schüler","Leben",1,1,"TBR",20,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,57000
28,"D","Att","C1","Gitter","Schlauch",0,NA,"TBF",21,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,60000
28,"D","Att","C1","Handel","Gewalt",0,NA,"TBF",22,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,63000
28,"D","Att","C1","Schauspieler","Frau",0,NA,"TBF",23,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,66000
28,"D","Att","C1","Winter","Marke",0,0,"TBR",24,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,69000
28,"D","Att","C1","Opfer",NA,0,0,"TBR",25,"TBR","TBR","TBF",NA,1.5,"TBR2","test",1,"",3000,60000,132000
28,"D","Att","C1","Lackierung",NA,0,1,"TBR",26,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",2,"Marathon",3000,0,135000
28,"D","Att","C1","Falle",NA,0,1,"TBR",27,"TBF","TBF","TBF","TBF",-2.5,"TBF3","test",3,"Heizung",3000,0,138000
28,"D","Att","C1","Person",NA,1,1,"TBR",28,"TBF",NA,NA,NA,-0.5,"TBF1","test",4,"Schule",3000,0,141000
28,"D","Att","C1","Darstellung",NA,0,0,"TBR",29,"TBR","TBR","TBR","TBR",2.5,"TBR3","test",5,"",3000,0,144000
28,"D","Att","C1","Beutel",NA,0,0,"TBR",30,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",6,"Schleuse",3000,0,147000
28,"D","Att","C1","Schüler",NA,1,1,"TBR",31,"TBR","TBF","TBF","TBR",0.5,"TBR1","test",7,"Leben",3000,0,150000
28,"D","Att","C1","Winter",NA,0,0,"TBR",32,"TBF","TBF","TBF","TBR",-2.5,"TBF3","test",8,"",3000,0,153000
28,"D","Att","C1","Laden",NA,0,0,"TBR",33,"TBR","TBF",NA,NA,0.5,"TBR1","test",9,"",3000,0,156000
28,"D","Att","C1","Minister",NA,0,0,"TBR",34,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",10,"Segel",3000,0,159000
28,"D","Att","C1","Urteil",NA,0,0,"TBR",35,"TBF","TBF","TBR","TBR",-1.5,"TBF2","test",11,"",3000,0,162000
28,"D","Att","C1","Freibad",NA,0,1,"TBR",36,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",12,"Abfall",3000,0,165000
28,"D","Att","C2","Eltern","Salz",0,NA,"TBF",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
28,"D","Att","C2","Schluß","Boot",0,NA,"TBF",2,"TBF",NA,NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,3000
28,"D","Att","C2","Schwester","Entwicklung",1,1,"TBR",3,"TBF","TBF",NA,NA,-1.5,"TBF2","study",NA,NA,3000,0,6000
28,"D","Att","C2","Gesetz","Fräulein",1,1,"TBR",4,"TBR","TBF","TBF",NA,0.5,"TBR1","study",NA,NA,3000,0,9000
28,"D","Att","C2","Nation","Auffassung",0.5,1,"TBR",5,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,12000
28,"D","Att","C2","Klausur","Bauch",0,NA,"TBF",6,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,15000
28,"D","Att","C2","Bett","Behälter",0,NA,"TBF",7,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,18000
28,"D","Att","C2","Soldat","Bericht",0,1,"TBR",8,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,21000
28,"D","Att","C2","Wahrheit","Leute",0,NA,"TBF",9,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,24000
28,"D","Att","C2","Revolution","Pfanne",0,NA,"TBF",10,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,27000
28,"D","Att","C2","Wagen","Decke",0,0,"TBR",11,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,30000
28,"D","Att","C2","Gefahr","Zahn",0,0,"TBR",12,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,33000
28,"D","Att","C2","Richter","Konferenz",1,1,"TBR",13,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,36000
28,"D","Att","C2","Schreibtisch","Stelle",0,1,"TBR",14,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,39000
28,"D","Att","C2","Beginn","Gans",0,NA,"TBF",15,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,42000
28,"D","Att","C2","Verfassung","Locher",0,NA,"TBF",16,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,45000
28,"D","Att","C2","Zukunft","Hilfe",0,1,"TBR",17,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,48000
28,"D","Att","C2","Sicherheit","Politik",0,NA,"TBF",18,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,51000
28,"D","Att","C2","Absicht","Welle",0,NA,"TBF",19,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,54000
28,"D","Att","C2","Freiheit","Reihe",0,1,"TBR",20,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,57000
28,"D","Att","C2","Rahmen","Abend",0,NA,"TBF",21,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,60000
28,"D","Att","C2","Schlüssel","Weg",1,1,"TBR",22,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,63000
28,"D","Att","C2","Mutter","Papier",1,1,"TBR",23,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,66000
28,"D","Att","C2","Gegner","Musik",0,NA,"TBF",24,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,69000
28,"D","Att","C2","Nation",NA,0.5,1,"TBR",25,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",1,"Auffassung",3000,60000,132000
28,"D","Att","C2","Wagen",NA,0,0,"TBR",26,"TBF","TBF","TBR","TBF",-1.5,"TBF2","test",2,"Steuer",3000,0,135000
28,"D","Att","C2","Gefahr",NA,0,0,"TBR",27,"TBR","TBF","TBF","TBR",0.5,"TBR1","test",3,"",3000,0,138000
28,"D","Att","C2","Schlüssel",NA,1,1,"TBR",28,"TBF","TBR","TBF","TBF",-0.5,"TBF1","test",4,"Weg",3000,0,141000
28,"D","Att","C2","Schwester",NA,1,1,"TBR",29,"TBF","TBF",NA,NA,-1.5,"TBF2","test",5,"Entwicklung",3000,0,144000
28,"D","Att","C2","Soldat",NA,0,1,"TBR",30,"TBF","TBF","TBR","TBR",-1.5,"TBF2","test",6,"Bericht",3000,0,147000
28,"D","Att","C2","Freiheit",NA,0,1,"TBR",31,"TBF","TBF","TBR","TBF",-1.5,"TBF2","test",7,"Reihe",3000,0,150000
28,"D","Att","C2","Richter",NA,1,1,"TBR",32,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",8,"Konferenz",3000,0,153000
28,"D","Att","C2","Gesetz",NA,1,1,"TBR",33,"TBR","TBF","TBF",NA,0.5,"TBR1","test",9,"Fräulein",3000,0,156000
28,"D","Att","C2","Zukunft",NA,0,1,"TBR",34,"TBF","TBF","TBR","TBR",-1.5,"TBF2","test",10,"Hilfe",3000,0,159000
28,"D","Att","C2","Schreibtisch",NA,0,1,"TBR",35,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",11,"Stelee",3000,0,162000
28,"D","Att","C2","Mutter",NA,1,1,"TBR",36,"TBR","TBF","TBR","TBF",0.5,"TBR1","test",12,"Papier",3000,0,165000
28,"D","Reh","D1","Schneider","Nacht",0,NA,"TBF",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
28,"D","Reh","D1","Kopf","Leitung",0,0,"TBR",2,"TBF",NA,NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,3000
28,"D","Reh","D1","Gefühl","Wert",0,0,"TBR",3,"TBR","TBF",NA,NA,0.5,"TBR1","study",NA,NA,3000,0,6000
28,"D","Reh","D1","Boden","Gebiet",0,NA,"TBF",4,"TBR","TBR","TBF",NA,1.5,"TBR2","study",NA,NA,3000,0,9000
28,"D","Reh","D1","Erfahrung","Sand",1,1,"TBR",5,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,12000
28,"D","Reh","D1","Regel","Bild",0,NA,"TBF",6,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,15000
28,"D","Reh","D1","Tür","Theorie",0,0,"TBR",7,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,18000
28,"D","Reh","D1","Wort","Anwendung",0,0,"TBR",8,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,21000
28,"D","Reh","D1","Wirtschaft","Vertrag",0,NA,"TBF",9,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,24000
28,"D","Reh","D1","Erde","Ordnung",0,NA,"TBF",10,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,27000
28,"D","Reh","D1","Luft","Unterstützung",0,NA,"TBF",11,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,30000
28,"D","Reh","D1","Farbe","Roller",0,NA,"TBF",12,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,33000
28,"D","Reh","D1","Tanne","Geige",0.5,1,"TBR",13,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,36000
28,"D","Reh","D1","Ofen","Gardinen",0,NA,"TBF",14,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,39000
28,"D","Reh","D1","Feind","Bewusstsein",1,1,"TBR",15,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,42000
28,"D","Reh","D1","Abschluss","Rathaus",0,NA,"TBF",16,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,45000
28,"D","Reh","D1","Organisation","Statue",0,0,"TBR",17,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,48000
28,"D","Reh","D1","Kirche","Zimmer",0,0,"TBR",18,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,51000
28,"D","Reh","D1","Rede","Vorstellung",0,NA,"TBF",19,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,54000
28,"D","Reh","D1","Antrag","Sport",0,0,"TBR",20,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,57000
28,"D","Reh","D1","Natur","Blick",0,1,"TBR",21,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,60000
28,"D","Reh","D1","Wirkung","Vertreter",0,NA,"TBF",22,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,63000
28,"D","Reh","D1","Mensch","Rechte",0,NA,"TBF",23,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,66000
28,"D","Reh","D1","Kreis","Erkenntnis",0,0,"TBR",24,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,69000
28,"D","Reh","D1","Tanne",NA,0.5,1,"TBR",25,"TBF","TBF","TBF","TBF",-2.5,"TBF3","test",1,"Geige",3000,60000,132000
28,"D","Reh","D1","Antrag",NA,0,0,"TBR",26,"TBF","TBR","TBR","TBF",-0.5,"TBF1","test",2,"",3000,0,135000
28,"D","Reh","D1","Kirche",NA,0,0,"TBR",27,"TBR","TBF","TBR","TBF",0.5,"TBR1","test",3,"",3000,0,138000
28,"D","Reh","D1","Erfahrung",NA,1,1,"TBR",28,"TBF","TBR","TBR","TBF",-0.5,"TBF1","test",4,"Sand",3000,0,141000
28,"D","Reh","D1","Natur",NA,0,1,"TBR",29,"TBR","TBF","TBR","TBR",0.5,"TBR1","test",5,"Blick",3000,0,144000
28,"D","Reh","D1","Feind",NA,1,1,"TBR",30,"TBF","TBR","TBF","TBF",-0.5,"TBF1","test",6,"Bewusstsein",3000,0,147000
28,"D","Reh","D1","Kopf",NA,0,0,"TBR",31,"TBF",NA,NA,NA,-0.5,"TBF1","test",7,"",3000,0,150000
28,"D","Reh","D1","Gefühl",NA,0,0,"TBR",32,"TBR","TBF",NA,NA,0.5,"TBR1","test",8,"",3000,0,153000
28,"D","Reh","D1","Wort",NA,0,0,"TBR",33,"TBR","TBF","TBR","TBF",0.5,"TBR1","test",9,"",3000,0,156000
28,"D","Reh","D1","Kreis",NA,0,0,"TBR",34,"TBF","TBF","TBR","TBR",-1.5,"TBF2","test",10,"",3000,0,159000
28,"D","Reh","D1","Tür",NA,0,0,"TBR",35,"TBF","TBR","TBF","TBR",-0.5,"TBF1","test",11,"",3000,0,162000
28,"D","Reh","D1","Organisation",NA,0,0,"TBR",36,"TBF","TBR","TBF","TBR",-0.5,"TBF1","test",12,"",3000,0,165000
28,"D","Reh","D2","Lösung","Körper",0,NA,"TBF",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
28,"D","Reh","D2","Stachel","Armee",0,NA,"TBF",2,"TBF",NA,NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,3000
28,"D","Reh","D2","Volk","Straße",0,NA,"TBF",3,"TBF","TBF",NA,NA,-1.5,"TBF2","study",NA,NA,3000,0,6000
28,"D","Reh","D2","Gegenstand","Pferd",0,1,"TBR",4,"TBF","TBF","TBF",NA,-2.5,"TBF3","study",NA,NA,3000,0,9000
28,"D","Reh","D2","Kritik","Buch",0,1,"TBR",5,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,12000
28,"D","Reh","D2","Rat","Stein",0,1,"TBR",6,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,15000
28,"D","Reh","D2","Hand","Planet",0,1,"TBR",7,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,18000
28,"D","Reh","D2","Welt","Willen",1,1,"TBR",8,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,21000
28,"D","Reh","D2","Verlobung","Augenblick",0,NA,"TBF",9,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,24000
28,"D","Reh","D2","Schutz","Bildung",0,NA,"TBF",10,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,27000
28,"D","Reh","D2","Mittel","Zusammenhang",0,NA,"TBF",11,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,30000
28,"D","Reh","D2","Kosten","Jahr",0,1,"TBR",12,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,33000
28,"D","Reh","D2","Kind","Gericht",0,0,"TBR",13,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,36000
28,"D","Reh","D2","Ausdruck","Bruder",0.5,0,"TBR",14,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,39000
28,"D","Reh","D2","Teil","Besen",0,NA,"TBF",15,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,42000
28,"D","Reh","D2","Gruppe","Stück",0,NA,"TBF",16,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,45000
28,"D","Reh","D2","Stimme","Tätigkeit",0,NA,"TBF",17,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,48000
28,"D","Reh","D2","Tatsache","Schläger",0,0,"TBR",18,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,51000
28,"D","Reh","D2","Zustand","Schnee",0,0,"TBR",19,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,54000
28,"D","Reh","D2","Ozean","Lehne",0,0,"TBR",20,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,57000
28,"D","Reh","D2","Tier","Flasche",0,NA,"TBF",21,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,60000
28,"D","Reh","D2","Stamm","Garten",0,0,"TBR",22,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,63000
28,"D","Reh","D2","Beispiel","Blut",0,NA,"TBF",23,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,66000
28,"D","Reh","D2","Untersuchung","Brücke",0,NA,"TBF",24,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,69000
28,"D","Reh","D2","Ausdruck",NA,0.5,0,"TBR",25,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",1,"",3000,60000,132000
28,"D","Reh","D2","Kritik",NA,0,1,"TBR",26,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",2,"Buch",3000,0,135000
28,"D","Reh","D2","Zustand",NA,0,0,"TBR",27,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",3,"",3000,0,138000
28,"D","Reh","D2","Stamm",NA,0,0,"TBR",28,"TBF","TBR","TBR","TBR",-0.5,"TBF1","test",4,"",3000,0,141000
28,"D","Reh","D2","Ozean",NA,0,0,"TBR",29,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",5,"Vorkommen",3000,0,144000
28,"D","Reh","D2","Kind",NA,0,0,"TBR",30,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",6,"",3000,0,147000
28,"D","Reh","D2","Tatsache",NA,0,0,"TBR",31,"TBF","TBF","TBF","TBR",-2.5,"TBF3","test",7,"",3000,0,150000
28,"D","Reh","D2","Kosten",NA,0,1,"TBR",32,"TBF","TBF","TBF","TBR",-2.5,"TBF3","test",8,"Jahr",3000,0,153000
28,"D","Reh","D2","Rat",NA,0,1,"TBR",33,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",9,"Stein",3000,0,156000
28,"D","Reh","D2","Gegenstand",NA,0,1,"TBR",34,"TBF","TBF","TBF",NA,-2.5,"TBF3","test",10,"Pferd",3000,0,159000
28,"D","Reh","D2","Hand",NA,0,1,"TBR",35,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",11,"Planet",3000,0,162000
28,"D","Reh","D2","Welt",NA,1,1,"TBR",36,"TBR","TBR","TBR","TBR",2.5,"TBR3","test",12,"Wille",3000,0,165000
29,"A","Reh+Att","A1","Entscheidung","Tüte",0,NA,"TBF",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
29,"A","Reh+Att","A1","Prinzip","Zaun",0,0,"TBR",2,"TBF",NA,NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,3000
29,"A","Reh+Att","A1","Umstand","Socken",0,NA,"TBF",3,"TBR","TBF",NA,NA,0.5,"TBR1","study",NA,NA,3000,0,6000
29,"A","Reh+Att","A1","Geist","Lage",0,NA,"TBF",4,"TBF","TBR","TBF",NA,-0.5,"TBF1","study",NA,NA,3000,0,9000
29,"A","Reh+Att","A1","Kenntnis","Wase",0,NA,"TBF",5,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,12000
29,"A","Reh+Att","A1","Zahl","Verhalten",0,0,"TBR",6,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,15000
29,"A","Reh+Att","A1","Haltung","Ball",0,NA,"TBF",7,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,18000
29,"A","Reh+Att","A1","Grund","Urkunde",0,NA,"TBF",8,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,21000
29,"A","Reh+Att","A1","Dame","Verfügung",0,NA,"TBF",9,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,24000
29,"A","Reh+Att","A1","Staat","Regierung",0,NA,"TBF",10,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,27000
29,"A","Reh+Att","A1","Idee","Morgen",0,1,"TBR",11,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,30000
29,"A","Reh+Att","A1","Industrie","Artikel",0,1,"TBR",12,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,33000
29,"A","Reh+Att","A1","Funktion","Dorf",0,0,"TBR",13,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,36000
29,"A","Reh+Att","A1","Vorschlag","Poster",0,0,"TBR",14,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,39000
29,"A","Reh+Att","A1","Größe","Beschreibung",0,NA,"TBF",15,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,42000
29,"A","Reh+Att","A1","Raum","Berliner",0,1,"TBR",16,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,45000
29,"A","Reh+Att","A1","Richtung","Maß",0,NA,"TBF",17,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,48000
29,"A","Reh+Att","A1","Werk","Aufgabe",0,1,"TBR",18,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,51000
29,"A","Reh+Att","A1","Wissenschaft","Tasse",0,NA,"TBF",19,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,54000
29,"A","Reh+Att","A1","Arme","Glück",0,0,"TBR",20,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,57000
29,"A","Reh+Att","A1","Druck","Topf",0,NA,"TBF",21,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,60000
29,"A","Reh+Att","A1","Haus","System",1,1,"TBR",22,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,63000
29,"A","Reh+Att","A1","Mitte","Stift",0,0,"TBR",23,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,66000
29,"A","Reh+Att","A1","Chef","Acker",1,1,"TBR",24,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,69000
29,"A","Reh+Att","A1","Arme",NA,0,0,"TBR",25,"TBF","TBR","TBF","TBR",-0.5,"TBF1","test",1,"",3000,60000,132000
29,"A","Reh+Att","A1","Funktion",NA,0,0,"TBR",26,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",2,"",3000,0,135000
29,"A","Reh+Att","A1","Vorschlag",NA,0,0,"TBR",27,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",3,"",3000,0,138000
29,"A","Reh+Att","A1","Prinzip",NA,0,0,"TBR",28,"TBF",NA,NA,NA,-0.5,"TBF1","test",4,"",3000,0,141000
29,"A","Reh+Att","A1","Industrie",NA,0,1,"TBR",29,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",5,"Artikel",3000,0,144000
29,"A","Reh+Att","A1","Werk",NA,0,1,"TBR",30,"TBF","TBR","TBF","TBR",-0.5,"TBF1","test",6,"Aufgabe",3000,0,147000
29,"A","Reh+Att","A1","Chef",NA,1,1,"TBR",31,"TBR","TBR","TBF","TBR",1.5,"TBR2","test",7,"Acker",3000,0,150000
29,"A","Reh+Att","A1","Zahl",NA,0,0,"TBR",32,"TBF","TBF","TBF","TBR",-2.5,"TBF3","test",8,"",3000,0,153000
29,"A","Reh+Att","A1","Raum",NA,0,1,"TBR",33,"TBF","TBR","TBR","TBR",-0.5,"TBF1","test",9,"Berlin",3000,0,156000
29,"A","Reh+Att","A1","Haus",NA,1,1,"TBR",34,"TBF","TBR","TBF","TBR",-0.5,"TBF1","test",10,"System",3000,0,159000
29,"A","Reh+Att","A1","Idee",NA,0,1,"TBR",35,"TBF","TBF","TBF","TBF",-2.5,"TBF3","test",11,"Morgen",3000,0,162000
29,"A","Reh+Att","A1","Mitte",NA,0,0,"TBR",36,"TBR","TBF","TBR","TBF",0.5,"TBR1","test",12,"Zirkel",3000,0,165000
29,"A","Reh+Att","A2","Wasser","Brief",0,1,"TBR",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
29,"A","Reh+Att","A2","Behandlung","Schrift",0,NA,"TBF",2,"TBR",NA,NA,NA,0.5,"TBR1","study",NA,NA,3000,0,3000
29,"A","Reh+Att","A2","Geschichte","Ergebnis",0,1,"TBR",3,"TBF","TBR",NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,6000
29,"A","Reh+Att","A2","Theater","Zeitung",0,0,"TBR",4,"TBR","TBF","TBR",NA,0.5,"TBR1","study",NA,NA,3000,0,9000
29,"A","Reh+Att","A2","Bauer","Versuch",0,0,"TBR",5,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,12000
29,"A","Reh+Att","A2","Monat","Mitarbeiter",0,0,"TBR",6,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,15000
29,"A","Reh+Att","A2","Schädel","Million",0,1,"TBR",7,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,18000
29,"A","Reh+Att","A2","Stunde","Polizei",0,NA,"TBF",8,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,21000
29,"A","Reh+Att","A2","Seele","Presse",0,NA,"TBF",9,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,24000
29,"A","Reh+Att","A2","Jugend","General",0,1,"TBR",10,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,27000
