,Unnamed: 0,subject,stim1,stim2,freq,triatype,procedure,trial,rt,source,freq_prioritem1,freq_prioritem,freq_prioritem2,freq_prioritem3,freq_consec_value,freq_consec_lab,resp,rem,know,new,acc,duration,onset,list,old,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,old_pred
95,216,2,shoes.pict,nan,high,old,test,96,1040,original,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2540,545.598,context1,1.0,context1.shoes.pict.nan.,0.10514037830674022,0.26407871926873744,0.0,1.0,1.0,True,context1.shoes.pict.column.,False,1.0,0.4848551034881162,0.3,0.3,3.0,1.0752114180230212,0.7868578906628061
103,224,2,pot2.pict,nan,high,old,test,104,1221,original,low,low,nan,nan,-0.5,low1,rem,1.0,0.0,0.0,1.0,2721,570.215,context1,1.0,context1.pot2.pict.nan.,0.10008821385772354,0.2553672768930949,0.0,1.0,1.0,True,context1.pot2.pict.office.,False,1.0,0.4787570938251664,0.3,0.3,3.0,1.0855776791534468,0.6977896402843325
106,227,2,horse.pict,nan,low,old,test,107,1889,original,low,low,low,low,-2.5,low3,fam,0.0,1.0,0.0,1.0,3389,580.178,context1,1.0,context1.horse.pict.nan.,0.10182151897462147,0.25854861197379414,0.0,1.0,1.0,True,context1.horse.pict.mechanic.,False,1.0,0.4809840283816559,0.3,0.3,3.0,1.081777123439415,0.7301488510006197
108,229,2,boots.pict,nan,low,old,test,109,911,original,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2411,587.084,context1,1.0,context1.boots.pict.nan.,0.09992324444457902,0.2552236739569872,0.0,1.0,1.0,True,context1.boots.pict.mixer.,False,1.0,0.47865657176989096,0.3,0.3,3.0,1.0857495862152737,0.694621136084752
110,231,2,pepper.pict,nan,high,old,test,111,1833,original,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,3333,592.963,context1,1.0,context1.pepper.pict.nan.,0.10070493854512505,0.25669475457040564,0.0,1.0,1.0,True,context1.pepper.pict.corner.,False,1.0,0.4796863281992839,0.3,0.3,3.0,1.0839903501850756,0.709501890876315
112,233,2,camera.pict,nan,low,old,test,113,2089,original,low,low,low,low,-2.5,low3,fam,0.0,1.0,0.0,1.0,3589,598.707,context1,1.0,context1.camera.pict.nan.,0.09985842593300695,0.2551717172616469,0.0,1.0,1.0,True,context1.camera.pict.wallet.,False,1.0,0.4786202020831528,0.3,0.3,3.0,1.0858095592193928,0.6933721727772557
113,234,2,stove.pict,nan,low,old,test,114,2682,original,high,high,high,high,2.5,high3,fam,0.0,1.0,0.0,1.0,4182,602.2959999999999,context1,1.0,context1.stove.pict.nan.,0.1003348442796428,0.25611737323449996,0.0,1.0,1.0,True,context1.stove.pict.voter.,False,1.0,0.4792821612641499,0.3,0.3,3.0,1.0846805109094384,0.7024988422584613
114,235,2,squash.pict,nan,high,old,test,115,653,original,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2153,606.478,context1,1.0,context1.squash.pict.nan.,0.10072576233465516,0.25685042422762266,0.0,1.0,1.0,True,context1.squash.pict.husband.,False,1.0,0.4797952969593358,0.3,0.3,3.0,1.0838049029630057,0.7098936225186805
116,237,2,corn.pict,nan,high,old,test,117,1026,original,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2526,611.803,context1,1.0,context1.corn.pict.nan.,0.10096837781602082,0.2573317086759278,0.0,1.0,1.0,True,context1.corn.pict.station.,False,1.0,0.4801321960731494,0.3,0.3,3.0,1.0832293359717775,0.7144392908428673
40,281,3,duck.pict,nan,low,old,test,41,1824,original,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,3324,390.582,context1,1.0,context1.duck.pict.nan.,0.11812614796067282,0.27970156313419964,0.0,1.0,1.0,True,context1.duck.pict.monkey.,False,1.0,0.49579109419393974,0.3,0.3,3.0,1.0569316579383972,0.9343335851824409
42,283,3,accordion.pict,nan,low,old,test,43,1200,original,low,low,low,low,-2.5,low3,rem,1.0,0.0,0.0,1.0,2700,396.798,context1,1.0,context1.accordion.pict.nan.,0.11847376614497632,0.2809946064448515,0.0,1.0,1.0,True,context1.accordion.pict.bayonet.,False,1.0,0.49669622451139606,0.3,0.3,3.0,1.0554331280152431,0.9367389196363098
44,285,3,camera.pict,nan,high,old,test,45,1497,original,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2997,402.54999999999995,context1,1.0,context1.camera.pict.nan.,0.11644811521375056,0.2782657558037241,0.0,1.0,1.0,True,context1.camera.pict.family.,False,1.0,0.4947860290626068,0.3,0.3,3.0,1.0585932057189331,0.9217137129889997
46,287,3,pineapple.pict,nan,high,old,test,47,686,original,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2186,407.90799999999996,context1,1.0,context1.pineapple.pict.nan.,0.11255368034838112,0.27206916922517077,0.0,1.0,1.0,True,context1.pineapple.pict.morning.,False,1.0,0.4904484184576195,0.3,0.3,3.0,1.065809540111771,0.8854681948851971
47,288,3,scissors.pict,nan,low,old,test,48,1023,original,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,2523,410.094,context1,1.0,context1.scissors.pict.nan.,0.1161595556247701,0.2783921779242748,0.0,1.0,1.0,True,context1.scissors.pict.racket.,False,1.0,0.4948745245469923,0.3,0.3,3.0,1.0584421574767213,0.919369492534471
50,291,3,pepper.pict,nan,low,old,test,51,1275,original,high,high,high,high,3.5,high4,fam,0.0,1.0,0.0,1.0,2775,417.541,context1,1.0,context1.pepper.pict.nan.,0.11760324000817896,0.28161738903571587,0.0,1.0,1.0,True,context1.pepper.pict.steeple.,False,1.0,0.49713217232500106,0.3,0.3,3.0,1.054711547062095,0.9305825576001452
51,292,3,drum2.pict,nan,low,old,test,52,2308,original,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,3808,420.316,context1,1.0,context1.drum2.pict.nan.,0.11370763021939556,0.2752351702561558,0.0,1.0,1.0,True,context1.drum2.pict.banker.,False,1.0,0.49266461917930904,0.3,0.3,3.0,1.062115214286646,0.8972721403525241
53,294,3,squash.pict,nan,high,old,test,54,1397,original,high,high,low,low,0.5,high1,new,0.0,0.0,1.0,0.0,2897,426.56199999999995,context1,0.0,context1.squash.pict.nan.,0.11216649948618936,0.27286167608029893,0.0,1.0,1.0,True,context1.squash.pict.chief.,False,1.0,0.49100317325620924,0.3,0.3,3.0,1.0648832286918526,0.8812992825288576
54,295,3,keyboard.pict,nan,low,old,test,55,1458,original,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,2958,429.459,context1,1.0,context1.keyboard.pict.nan.,0.1146143550744375,0.2773043118828446,0.0,1.0,1.0,True,context1.keyboard.pict.spike.,False,1.0,0.4941130183179912,0.3,0.3,3.0,1.0597087421822433,0.9059072886422769
59,300,3,pencil.pict,nan,high,old,test,60,1603,original,high,high,high,high,3.5,high4,rem,1.0,0.0,0.0,1.0,3103,441.42199999999997,context1,1.0,context1.pencil.pict.nan.,0.11435182838736281,0.27748689674465343,0.0,1.0,1.0,True,context1.pencil.pict.children.,False,1.0,0.4942408277212573,0.3,0.3,3.0,1.0594934468774073,0.9034641270765924
64,305,3,briefcase.pict,nan,high,old,test,65,1249,original,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2749,454.256,context1,1.0,context1.briefcase.pict.nan.,0.10882273780822668,0.26860699148375344,0.0,1.0,1.0,True,context1.briefcase.pict.court.,False,1.0,0.48802489403862737,0.3,0.3,3.0,1.0698723484311246,0.8408205577871202
65,306,3,grill.pict,nan,low,old,test,66,1332,original,low,low,low,high,-1.5,low2,new,0.0,0.0,1.0,0.0,2832,457.005,context1,0.0,context1.grill.pict.nan.,0.11098950469164161,0.27245494887279603,0.0,1.0,1.0,True,context1.grill.pict.morphine.,False,1.0,0.49071846421095716,0.3,0.3,3.0,1.0653600605822624,0.8679718841363382
66,307,3,table.pict,nan,low,old,test,67,1187,original,high,high,high,high,3.5,high4,fam,0.0,1.0,0.0,1.0,2687,459.837,context1,1.0,context1.table.pict.nan.,0.10769892330717368,0.2668167210367307,0.0,1.0,1.0,True,context1.table.pict.vault.,False,1.0,0.48677170472571146,0.3,0.3,3.0,1.0719790510261205,0.8253905775250722
67,308,3,elephant.pict,nan,low,old,test,68,1069,original,high,high,low,low,0.5,high1,rem,1.0,0.0,0.0,1.0,2569,462.524,context1,1.0,context1.elephant.pict.nan.,0.1082788765270164,0.26790764599697314,0.0,1.0,1.0,True,context1.elephant.pict.singer.,False,1.0,0.48753535219788113,0.3,0.3,3.0,1.0706939597698815,0.8334683349888993
69,310,3,strawberry2.pict,nan,high,old,test,70,1079,original,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,2579,467.34499999999997,context1,1.0,context1.strawberry2.pict.nan.,0.11140286889659232,0.27346343185188654,0.0,1.0,1.0,True,context1.strawberry2.pict.record.,False,1.0,0.49142440229632056,0.3,0.3,3.0,1.0641790574985595,0.872765394918876
72,313,3,stereo.pict,nan,low,old,test,73,1131,original,low,low,nan,nan,-0.5,low1,fam,0.0,1.0,0.0,1.0,2631,474.38899999999995,context1,1.0,context1.stereo.pict.nan.,0.10586220161394709,0.26399556973011945,0.0,1.0,1.0,True,context1.stereo.pict.crumb.,False,1.0,0.48479689881108357,0.3,0.3,3.0,1.0753070916733163,0.7982018147686297
73,314,3,balloons.pict,nan,high,old,test,74,1105,original,high,high,high,high,3.5,high4,new,0.0,0.0,1.0,0.0,2605,477.02,context1,0.0,context1.balloons.pict.nan.,0.11094502181543163,0.2730768820377948,0.0,1.0,1.0,True,context1.balloons.pict.crowd.,False,1.0,0.4911538174264563,0.3,0.3,3.0,1.0646325685380371,0.8674487198385702
76,317,3,lemon.pict,nan,high,old,test,77,1146,original,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,2646,484.22799999999995,context1,1.0,context1.lemon.pict.nan.,0.10681669425830084,0.2660046223499143,0.0,1.0,1.0,True,context1.lemon.pict.shoulder.,False,1.0,0.48620323564493995,0.3,0.3,3.0,1.0729342912920674,0.8126341937059132
78,319,3,violin.pict,nan,low,old,test,79,1240,original,high,high,low,low,0.5,high1,rem,1.0,0.0,0.0,1.0,2740,489.12399999999997,context1,1.0,context1.violin.pict.nan.,0.10869060697449624,0.2694325492938762,0.0,1.0,1.0,True,context1.violin.pict.poster.,False,1.0,0.48860278450571326,0.3,0.3,3.0,1.0688994162371814,0.8390541929084787
80,321,3,lighthouse.pict,nan,low,old,test,81,1062,original,high,high,low,low,0.5,high1,new,0.0,0.0,1.0,0.0,2562,494.08799999999997,context1,0.0,context1.lighthouse.pict.nan.,0.10734269537893072,0.2671861478958854,0.0,1.0,1.0,True,context1.lighthouse.pict.tweed.,False,1.0,0.48703030352711973,0.3,0.3,3.0,1.0715412411321583,0.820307649911853
81,322,3,cheese.pict,nan,high,old,test,82,916,original,low,low,low,low,-2.5,low3,rem,1.0,0.0,0.0,1.0,2416,496.65,context1,1.0,context1.cheese.pict.nan.,0.10854295409903887,0.2694164803132476,0.0,1.0,1.0,True,context1.cheese.pict.wheel.,False,1.0,0.4885915362192733,0.3,0.3,3.0,1.0689198267879296,0.8370652460707022
83,324,3,owl.pict,nan,high,old,test,84,1593,original,low,low,low,low,-3.5,low4,fam,0.0,1.0,0.0,1.0,3093,501.563,context1,1.0,context1.owl.pict.nan.,0.10755339932737724,0.26778516560894305,0.0,1.0,1.0,True,context1.owl.pict.school.,False,1.0,0.4874496159262601,0.3,0.3,3.0,1.0708373137158926,0.823325263829551
89,330,3,piano.pict,nan,high,old,test,90,1538,original,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,3038,516.121,context1,1.0,context1.piano.pict.nan.,0.10524606439113947,0.2639834183405907,0.0,1.0,1.0,True,context1.piano.pict.college.,False,1.0,0.48478839283841346,0.3,0.3,3.0,1.0753219617419567,0.7885416878298881
90,331,3,iron.pict,nan,high,old,test,91,1491,original,high,high,high,high,2.5,high3,rem,1.0,0.0,0.0,1.0,2991,519.159,context1,1.0,context1.iron.pict.nan.,0.10721573314968082,0.26760317388009364,0.0,1.0,1.0,True,context1.iron.pict.hotel.,False,1.0,0.48732222171606554,0.3,0.3,3.0,1.0710533005775935,0.8184738082317153
91,332,3,corn.pict,nan,low,old,test,92,1026,original,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2526,522.15,context1,1.0,context1.corn.pict.nan.,0.10466155230205094,0.2631145870859194,0.0,1.0,1.0,True,context1.corn.pict.knuckle.,False,1.0,0.4841802109601435,0.3,0.3,3.0,1.076353147178794,0.7791318682377202
92,333,3,gloves.pict,nan,low,old,test,93,1018,original,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2518,524.6759999999999,context1,1.0,context1.gloves.pict.nan.,0.10539198423128658,0.2644193364887591,0.0,1.0,1.0,True,context1.gloves.pict.beverage.,False,1.0,0.4850935355421313,0.3,0.3,3.0,1.0748078022108938,0.7908536433403677
93,334,3,stove.pict,nan,low,old,test,94,910,original,high,high,high,low,1.5,high2,new,0.0,0.0,1.0,0.0,2410,527.194,context1,0.0,context1.stove.pict.nan.,0.10412634036374377,0.26221253966600006,0.0,1.0,1.0,True,context1.stove.pict.stripe.,False,1.0,0.4835487777662,0.3,0.3,3.0,1.0774207563752016,0.7703092558644697
99,340,3,flag4.pict,nan,high,old,test,100,1282,original,high,high,low,low,0.5,high1,rem,1.0,0.0,0.0,1.0,2782,541.986,context1,1.0,context1.flag4.pict.nan.,0.10543141934928105,0.26474023738385954,0.0,1.0,1.0,True,context1.flag4.pict.paper.,False,1.0,0.4853181661687016,0.3,0.3,3.0,1.0744269463641505,0.7914758898003149
100,341,3,pig.pict,nan,low,old,test,101,886,original,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2386,544.768,context1,1.0,context1.pig.pict.nan.,0.1021184874583409,0.25893271394710504,0.0,1.0,1.0,True,context1.pig.pict.parcel.,False,1.0,0.4812528997629735,0.3,0.3,3.0,1.0813195438020218,0.7355138337719391
101,342,3,pot2.pict,nan,high,old,test,102,905,original,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2405,547.154,context1,1.0,context1.pot2.pict.nan.,0.10190034988095933,0.2585409907172394,0.0,1.0,1.0,True,context1.pot2.pict.husband.,False,1.0,0.48097869350206757,0.3,0.3,3.0,1.0817849942630793,0.7315782922434766
102,343,3,watermelon.pict,nan,high,old,test,103,715,original,low,low,low,nan,-1.5,low2,rem,1.0,0.0,0.0,1.0,2215,549.559,context1,1.0,context1.watermelon.pict.nan.,0.1011729779110464,0.25727424567564,0.0,1.0,1.0,True,context1.watermelon.pict.valley.,False,1.0,0.48009197197294795,0.3,0.3,3.0,1.0832959762370078,0.7182461532228837
104,345,3,flower.pict,nan,high,old,test,105,1008,original,high,high,low,low,0.5,high1,new,0.0,0.0,1.0,0.0,2508,554.427,context1,0.0,context1.flower.pict.nan.,0.10099049670866037,0.2570422803620517,0.0,1.0,1.0,True,context1.flower.pict.library.,False,1.0,0.4799295962534361,0.3,0.3,3.0,1.0835737491516824,0.7148520206618216
106,347,3,baby.pict,nan,high,old,test,107,788,original,high,high,high,high,3.5,high4,rem,1.0,0.0,0.0,1.0,2288,560.507,context1,1.0,context1.baby.pict.nan.,0.10093809448327654,0.2570459904725164,0.0,1.0,1.0,True,context1.baby.pict.frame.,False,1.0,0.4799321933307614,0.3,0.3,3.0,1.0835709482421572,0.7138737550811464
107,348,3,tomato.pict,nan,low,old,test,108,782,original,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2282,562.795,context1,1.0,context1.tomato.pict.nan.,0.10385699509145692,0.2622340663324514,0.0,1.0,1.0,True,context1.tomato.pict.poison.,False,1.0,0.48356384643271594,0.3,0.3,3.0,1.0773943004719861,0.7657956786739024
108,349,3,bottle2.pict,nan,low,old,test,109,1529,original,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,3029,565.077,context1,1.0,context1.bottle2.pict.nan.,0.10123011583518592,0.2575583044096145,0.0,1.0,1.0,True,context1.bottle2.pict.mixer.,False,1.0,0.4802908130867301,0.3,0.3,3.0,1.0829564229279285,0.7193048953263576
109,350,3,earth.pict,nan,high,old,test,110,776,original,high,high,high,high,2.5,high3,rem,1.0,0.0,0.0,1.0,2276,568.106,context1,1.0,context1.earth.pict.nan.,0.1004444995916349,0.25623629920728325,0.0,1.0,1.0,True,context1.earth.pict.square.,False,1.0,0.4793654094450982,0.3,0.3,3.0,1.0845375936782453,0.7045818032444935
112,353,3,salad.pict,nan,high,old,test,113,806,original,low,low,high,low,-0.5,low1,new,0.0,0.0,1.0,0.0,2306,576.713,context1,0.0,context1.salad.pict.nan.,0.10212470865627957,0.2592775502291595,0.0,1.0,1.0,True,context1.salad.pict.music.,False,1.0,0.4814942851604116,0.3,0.3,3.0,1.0809071083105153,0.7356256417003199
115,356,3,umbrella.pict,nan,low,old,test,116,960,original,low,low,high,low,-0.5,low1,new,0.0,0.0,1.0,0.0,2460,583.274,context1,0.0,context1.umbrella.pict.nan.,0.10056226151757486,0.25654511242632905,0.0,1.0,1.0,True,context1.umbrella.pict.moisture.,False,1.0,0.4795815786984303,0.3,0.3,3.0,1.0841657607447717,0.7068112527601385
118,359,3,calculator.pict,nan,high,old,test,119,1795,original,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,3295,590.264,context1,1.0,context1.calculator.pict.nan.,0.10061896421915054,0.25676208803457196,0.0,1.0,1.0,True,context1.calculator.pict.corner.,False,1.0,0.4797334616242003,0.3,0.3,3.0,1.083907425485253,0.7078819493218099
40,401,4,scissors.pict,nan,high,old,test,41,5007,original,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,6507,381.863,context1,1.0,context1.scissors.pict.nan.,0.118931710902052,0.2810630063259632,0.0,1.0,1.0,True,context1.scissors.pict.morning.,False,1.0,0.4967441044281742,0.3,0.3,3.0,1.0553570541415929,0.9398022730883244
42,403,4,pepper.pict,nan,low,old,test,43,2853,original,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,4353,392.474,context1,1.0,context1.pepper.pict.nan.,0.1153690013698317,0.27582770096123466,0.0,1.0,1.0,True,context1.pepper.pict.malaria.,False,1.0,0.4930793906728642,0.3,0.3,3.0,1.0614278155678987,0.9126758421073327
43,404,4,lighthouse.pict,nan,high,old,test,44,714,original,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2214,396.827,context1,1.0,context1.lighthouse.pict.nan.,0.11714504599693779,0.2791482837069807,0.0,1.0,1.0,True,context1.lighthouse.pict.valley.,False,1.0,0.4954037985948864,0.3,0.3,3.0,1.0575720081847433,0.9271619693515873
44,405,4,binoculars.pict,nan,low,old,test,45,590,original,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,2090,399.041,context1,1.0,context1.binoculars.pict.nan.,0.11764202005935225,0.28004667979963477,0.0,1.0,1.0,True,context1.binoculars.pict.wallet.,False,1.0,0.4960326758597443,0.3,0.3,3.0,1.0565256391473523,0.9308662886077521
45,406,4,pineapple.pict,nan,low,old,test,46,610,original,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,2110,401.131,context1,1.0,context1.pineapple.pict.nan.,0.1138510705626951,0.27388362376076153,0.0,1.0,1.0,True,context1.pineapple.pict.nozzle.,False,1.0,0.49171853663253307,0.3,0.3,3.0,1.0636872760480236,0.8986752613729858
47,408,4,cow.pict,nan,high,old,test,48,1826,original,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,3326,406.40599999999995,context1,1.0,context1.cow.pict.nan.,0.11392104043014423,0.2747871496682162,0.0,1.0,1.0,True,context1.cow.pict.corner.,False,1.0,0.4923510047677513,0.3,0.3,3.0,1.0626384505134199,0.8993546117749212
48,409,4,knife.pict,nan,low,old,test,49,3837,original,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,5337,409.73199999999997,context1,1.0,context1.knife.pict.nan.,0.10801542882814913,0.2612189017152827,0.0,1.0,1.0,True,context1.knife.pict.banker.,False,1.0,0.4916935842792261,0.3,0.3,3.0,1.0637342291604497,0.8298293258011584
52,413,4,piano.pict,nan,high,old,test,53,738,original,low,low,low,low,-2.5,low3,fam,0.0,1.0,0.0,1.0,2238,423.01399999999995,context1,1.0,context1.piano.pict.nan.,0.11483269855722397,0.27721096212203883,0.0,1.0,1.0,True,context1.piano.pict.ground.,False,1.0,0.4940476734854271,0.3,0.3,3.0,1.0598147430456188,0.9079042686147025
56,417,4,raspberry.pict,nan,low,old,test,57,633,original,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,2133,432.316,context1,1.0,context1.raspberry.pict.nan.,0.11289901788748898,0.27456816998143563,0.0,1.0,1.0,True,context1.raspberry.pict.maple.,False,1.0,0.49219771898700493,0.3,0.3,3.0,1.062890317319594,0.8890977073291715
58,419,4,violin.pict,nan,high,old,test,59,1101,original,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,2601,437.47499999999997,context1,1.0,context1.violin.pict.nan.,0.10905938311242921,0.26831951563849327,0.0,1.0,1.0,True,context1.violin.pict.husband.,False,1.0,0.48782366094694524,0.3,0.3,3.0,1.0702104361573423,0.8439522473389833
59,420,4,stethoscope.pict,nan,low,old,test,60,1005,original,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2505,440.07599999999996,context1,1.0,context1.stethoscope.pict.nan.,0.11234439395582847,0.27408837892309845,0.0,1.0,1.0,True,context1.stethoscope.pict.harness.,False,1.0,0.4918618652461689,0.3,0.3,3.0,1.0634514953174714,0.8832278612734328
60,421,4,earth.pict,nan,low,old,test,61,726,original,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2226,442.58099999999996,context1,1.0,context1.earth.pict.nan.,0.10875462603524973,0.26797184896839643,0.0,1.0,1.0,True,context1.earth.pict.poster.,False,1.0,0.48758029427787747,0.3,0.3,3.0,1.0706176842638617,0.8399116107308813
66,427,4,printer.pict,nan,high,old,test,67,724,original,low,low,low,high,-1.5,low2,new,0.0,0.0,1.0,0.0,2224,458.133,context1,0.0,context1.printer.pict.nan.,0.10924141725758671,0.26944517933041184,0.0,1.0,1.0,True,context1.printer.pict.school.,False,1.0,0.48861162553128823,0.3,0.3,3.0,1.0688854422228689,0.8463334119954399
67,428,4,tiger.pict,nan,high,old,test,68,1337,original,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,2837,460.35699999999997,context1,1.0,context1.tiger.pict.nan.,0.10802874506750852,0.2673835344423612,0.0,1.0,1.0,True,context1.tiger.pict.spring.,False,1.0,0.4871684741096528,0.3,0.3,3.0,1.0713087352269852,0.8300144770798914
69,430,4,avocado.pict,nan,high,old,test,70,1277,original,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,2777,465.46099999999996,context1,1.0,context1.avocado.pict.nan.,0.10823469338656512,0.2679374103524406,0.0,1.0,1.0,True,context1.avocado.pict.wheel.,False,1.0,0.4875561872467084,0.3,0.3,3.0,1.0706570414386358,0.8328615635773227
70,431,4,bacon.pict,nan,low,old,test,71,894,original,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,2394,468.238,context1,1.0,context1.bacon.pict.nan.,0.10721438357495063,0.2663126447427458,0.0,1.0,1.0,True,context1.bacon.pict.singer.,False,1.0,0.486418851319922,0.3,0.3,3.0,1.0725730835690694,0.818454252274067
71,432,4,umbrella.pict,nan,low,old,test,72,712,original,high,high,high,high,2.5,high3,fam,0.0,1.0,0.0,1.0,2212,470.63199999999995,context1,1.0,context1.umbrella.pict.nan.,0.10792229340182315,0.26758506313936276,0.0,1.0,1.0,True,context1.umbrella.pict.parcel.,False,1.0,0.4873095441975539,0.3,0.3,3.0,1.0710723972805707,0.8285307441249833
72,433,4,skates.pict,nan,high,old,test,73,853,original,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2353,472.844,context1,1.0,context1.skates.pict.nan.,0.110897902647327,0.2728308805459648,0.0,1.0,1.0,True,context1.skates.pict.mouth.,False,1.0,0.4909816163821753,0.3,0.3,3.0,1.064917795751339,0.866892994203376
75,436,4,pot2.pict,nan,low,old,test,76,1055,original,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,2555,480.238,context1,1.0,context1.pot2.pict.nan.,0.09244627893086066,0.23076818405194616,0.0,1.0,1.0,True,context1.pot2.pict.tweed.,False,1.0,0.4850849396725974,0.3,0.3,3.0,1.074822574204338,0.5391477562759909
76,437,4,bottle2.pict,nan,high,old,test,77,3421,original,high,high,low,low,0.5,high1,rem,1.0,0.0,0.0,1.0,4921,482.79299999999995,context1,1.0,context1.bottle2.pict.nan.,0.10955991058602146,0.2708653405113362,0.0,1.0,1.0,True,context1.bottle2.pict.children.,False,1.0,0.4896057383579353,0.3,0.3,3.0,1.0672201529732412,0.8504414214863609
82,443,4,apple.pict,nan,low,old,test,83,977,original,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,2477,501.41499999999996,context1,1.0,context1.apple.pict.nan.,0.10735552567995386,0.2673379155981316,0.0,1.0,1.0,True,context1.apple.pict.leaflet.,False,1.0,0.4871365409186921,0.3,0.3,3.0,1.071363582296514,0.8204923208929862
85,446,4,cheese.pict,nan,high,old,test,86,911,original,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,2411,509.59099999999995,context1,1.0,context1.cheese.pict.nan.,0.10735358183097357,0.26757452967762063,0.0,1.0,1.0,True,context1.cheese.pict.floor.,False,1.0,0.4873021707743344,0.3,0.3,3.0,1.0710875597490555,0.8204643500693738
