,Unnamed: 0,subject,stim1,stim2,freq,triatype,procedure,trial,rt,source,freq_prioritem1,freq_prioritem,freq_prioritem2,freq_prioritem3,freq_consec_value,freq_consec_lab,resp,rem,know,new,acc,duration,onset,list,old,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,old_pred
44,5445,50,binoculars.pict,nan,low,old,test,45,590,fake,low,low,low,low,-2.5,low3,fam,0.0,1.0,0.0,1.0,2090,399.041,context1,1.0,context1.binoculars.pict.nan.,0.11424998518813753,0.27371717204573415,0.0,1.0,1.0,True,context1.binoculars.pict.wallet.,False,1.0,0.49303818292721,0.3,0.3,3.0,1.0614908788710244,0.902503898264994
45,5446,50,pineapple.pict,nan,low,old,test,46,610,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,2110,401.131,context1,1.0,context1.pineapple.pict.nan.,0.11399549654154657,0.2741288591538198,0.0,1.0,1.0,True,context1.pineapple.pict.nozzle.,False,1.0,0.4918902014076738,0.3,0.3,3.0,1.063401093364251,0.9000738647596724
47,5448,50,cow.pict,nan,high,old,test,48,1826,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,3326,406.40599999999995,context1,1.0,context1.cow.pict.nan.,0.11488184248762502,0.27642299171275003,0.0,1.0,1.0,True,context1.cow.pict.corner.,False,1.0,0.49349609419892493,0.3,0.3,3.0,1.0607338559306256,0.9083493834196361
48,5449,50,knife.pict,nan,low,old,test,49,3837,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,5337,409.73199999999997,context1,1.0,context1.knife.pict.nan.,0.09289989151303803,0.22329366091311123,0.0,1.0,1.0,True,context1.knife.pict.banker.,False,1.0,0.4945439679134153,0.3,0.3,3.0,1.0589951268920483,0.5490270464777887
52,5453,50,piano.pict,nan,high,old,test,53,738,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,2238,423.01399999999995,context1,1.0,context1.piano.pict.nan.,0.11566267788878985,0.2786274131576719,0.0,1.0,1.0,True,context1.piano.pict.ground.,False,1.0,0.49503918921037027,0.3,0.3,3.0,1.0581707455015485,0.9152092612251004
56,5457,50,raspberry.pict,nan,low,old,test,57,633,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,2133,432.316,context1,1.0,context1.raspberry.pict.nan.,0.11261369421640999,0.2740770771603849,0.0,1.0,1.0,True,context1.raspberry.pict.maple.,False,1.0,0.4918539540122694,0.3,0.3,3.0,1.06346314117936,0.886104939771658
58,5459,50,violin.pict,nan,high,old,test,59,1101,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,2601,437.47499999999997,context1,1.0,context1.violin.pict.nan.,0.11098331476078685,0.27165724789718826,0.0,1.0,1.0,True,context1.violin.pict.husband.,False,1.0,0.4901600735280317,0.3,0.3,3.0,1.066294206881653,0.8678991696057134
59,5460,50,stethoscope.pict,nan,low,old,test,60,1005,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2505,440.07599999999996,context1,1.0,context1.stethoscope.pict.nan.,0.10991343398048009,0.2698797102732546,0.0,1.0,1.0,True,context1.stethoscope.pict.harness.,False,1.0,0.48891579719127815,0.3,0.3,3.0,1.0683762558099263,0.854914668209005
60,5461,50,earth.pict,nan,low,old,test,61,726,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,2226,442.58099999999996,context1,1.0,context1.earth.pict.nan.,0.10914883603360843,0.268657992254091,0.0,1.0,1.0,True,context1.earth.pict.poster.,False,1.0,0.48806059457786366,0.3,0.3,3.0,1.069810746644711,0.8451253915977612
66,5467,50,printer.pict,nan,high,old,test,67,724,fake,low,low,low,high,-1.5,low2,new,0.0,0.0,1.0,0.0,2224,458.133,context1,0.0,context1.printer.pict.nan.,0.10742316188456572,0.26626629747696,0.0,1.0,1.0,True,context1.printer.pict.school.,False,1.0,0.4863864082338719,0.3,0.3,3.0,1.0726263374270983,0.8214638591872954
67,5468,50,tiger.pict,nan,high,old,test,68,1337,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,2837,460.35699999999997,context1,1.0,context1.tiger.pict.nan.,0.10801982027452509,0.2673679222527169,0.0,1.0,1.0,True,context1.tiger.pict.spring.,False,1.0,0.4871575455769018,0.3,0.3,3.0,1.0713271199786445,0.8298903995016952
69,5470,50,avocado.pict,nan,high,old,test,70,1277,fake,low,low,low,low,-3.5,low4,fam,0.0,1.0,0.0,1.0,2777,465.46099999999996,context1,1.0,context1.avocado.pict.nan.,0.1082389261495421,0.26794482715228524,0.0,1.0,1.0,True,context1.avocado.pict.wheel.,False,1.0,0.4875613790065997,0.3,0.3,3.0,1.0706483142728351,0.8329197541857847
70,5471,50,bacon.pict,nan,low,old,test,71,894,fake,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,2394,468.238,context1,1.0,context1.bacon.pict.nan.,0.10771448584057094,0.26719049491498714,0.0,1.0,1.0,True,context1.bacon.pict.singer.,False,1.0,0.48703334644049096,0.3,0.3,3.0,1.0715385059144695,0.8256105339749561
71,5472,50,umbrella.pict,nan,low,old,test,72,712,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,2212,470.63199999999995,context1,1.0,context1.umbrella.pict.nan.,0.11006305915570617,0.2713305613922248,0.0,1.0,1.0,True,context1.umbrella.pict.parcel.,False,1.0,0.48993139297455734,0.3,0.3,3.0,1.0666743385976187,0.8567805221661366
75,5476,50,pot2.pict,nan,low,old,test,76,1055,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,2555,480.238,context1,1.0,context1.pot2.pict.nan.,0.10591363738177062,0.2643921432521882,0.0,1.0,1.0,True,context1.pot2.pict.tweed.,False,1.0,0.48507450027653165,0.3,0.3,3.0,1.0748402067390699,0.7989961222128739
76,5477,50,bottle2.pict,nan,high,old,test,77,3421,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,4921,482.79299999999995,context1,1.0,context1.bottle2.pict.nan.,0.10597528935782151,0.26456372672382694,0.0,1.0,1.0,True,context1.bottle2.pict.children.,False,1.0,0.48519460870667885,0.3,0.3,3.0,1.0746371989436976,0.7999457201864495
82,5483,50,apple.pict,nan,low,old,test,83,977,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,2477,501.41499999999996,context1,1.0,context1.apple.pict.nan.,0.10126518046071846,0.25334740165474956,0.0,1.0,1.0,True,context1.apple.pict.leaflet.,False,1.0,0.4850427796868461,0.3,0.3,3.0,1.0748931409931601,0.7199536740759779
85,5486,50,cheese.pict,nan,high,old,test,86,911,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,2411,509.59099999999995,context1,1.0,context1.cheese.pict.nan.,0.10382861719707462,0.26132916538251233,0.0,1.0,1.0,True,context1.cheese.pict.floor.,False,1.0,0.4829304157677586,0.3,0.3,3.0,1.0784708390715005,0.765317290866064
86,5487,50,baby.pict,nan,high,old,test,87,2073,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,3573,512.002,context1,1.0,context1.baby.pict.nan.,0.10745705296792844,0.2677405279023103,0.0,1.0,1.0,True,context1.baby.pict.record.,False,1.0,0.48741836953161716,0.3,0.3,3.0,1.0708895072636548,0.8219494287566653
88,5489,50,spoon.pict,nan,high,old,test,89,3453,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,4953,519.8879999999999,context1,1.0,context1.spoon.pict.nan.,0.10543704655876876,0.26433619101242545,0.0,1.0,1.0,True,context1.spoon.pict.college.,False,1.0,0.4850353337086978,0.3,0.3,3.0,1.0749090093476434,0.7915645924202015
89,5490,50,shoes.pict,nan,low,old,test,90,1277,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,2777,524.841,context1,1.0,context1.shoes.pict.nan.,0.10273567302021458,0.2595630785804102,0.0,1.0,1.0,True,context1.shoes.pict.crumb.,False,1.0,0.4816941550062871,0.3,0.3,3.0,1.0805710440567742,0.7464875027288433
90,5491,50,bride.pict,nan,low,old,test,91,2262,fake,high,high,high,nan,1.5,high2,rem,1.0,0.0,0.0,1.0,3762,527.6179999999999,context1,1.0,context1.bride.pict.nan.,0.10249238928932304,0.25913190960170573,0.0,1.0,1.0,True,context1.bride.pict.paste.,False,1.0,0.48139233672119397,0.3,0.3,3.0,1.081082348705753,0.7421906235303659
92,5493,50,lion.pict,nan,low,old,test,93,1966,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,3466,534.552,context1,1.0,context1.lion.pict.nan.,0.10567722934151981,0.26491135768843094,0.0,1.0,1.0,True,context1.lion.pict.monkey.,False,1.0,0.48543795038190163,0.3,0.3,3.0,1.074228094878884,0.7953298474939055
94,5495,50,sock.pict,nan,high,old,test,95,1277,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,2777,541.199,context1,1.0,context1.sock.pict.nan.,0.1037963127435917,0.2616524243309946,0.0,1.0,1.0,True,context1.sock.pict.market.,False,1.0,0.48315669703169617,0.3,0.3,3.0,1.0780869656863261,0.7647720530505955
95,5496,50,boots.pict,nan,low,old,test,96,4971,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,6471,543.976,context1,1.0,context1.boots.pict.nan.,0.10258920306116248,0.25951986637651825,0.0,1.0,1.0,True,context1.boots.pict.alley.,False,1.0,0.4816639064635627,0.3,0.3,3.0,1.0806204881458628,0.7439050651776491
96,5497,50,iron.pict,nan,high,old,test,97,1058,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,2558,550.447,context1,1.0,context1.iron.pict.nan.,0.10445406681213396,0.262909350470291,0.0,1.0,1.0,True,context1.iron.pict.smile.,False,1.0,0.48403654532920365,0.3,0.3,3.0,1.076597976069132,0.7757348516273568
102,5503,50,bike.pict,nan,high,old,test,103,972,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,2472,569.304,context1,1.0,context1.bike.pict.nan.,0.1038588862852076,0.2620751001524354,0.0,1.0,1.0,True,context1.bike.pict.station.,False,1.0,0.4834525701067047,0.3,0.3,3.0,1.077586003290539,0.7658275407689976
103,5504,50,flower.pict,nan,low,old,test,104,3263,fake,low,low,low,low,-2.5,low3,fam,0.0,1.0,0.0,1.0,4763,571.776,context1,1.0,context1.flower.pict.nan.,0.09014813794858481,0.2281585545920887,0.0,1.0,1.0,True,context1.flower.pict.voter.,False,1.0,0.48208933295377704,0.3,0.3,3.0,1.0798965108173402,0.48885156397473917
104,5505,50,dog.pict,nan,low,old,test,105,1009,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2509,576.539,context1,1.0,context1.dog.pict.nan.,0.10138954080824046,0.2577283408248856,0.0,1.0,1.0,True,context1.dog.pict.minstrel.,False,1.0,0.4804098385774199,0.3,0.3,3.0,1.0827571133743565,0.722248757286247
105,5506,50,camera.pict,nan,high,old,test,106,2593,fake,high,high,nan,nan,0.5,high1,fam,0.0,1.0,0.0,1.0,4093,579.048,context1,1.0,context1.camera.pict.nan.,0.0996928681531628,0.25465022137829324,0.0,1.0,1.0,True,context1.camera.pict.audience.,False,1.0,0.47825515496480525,0.3,0.3,3.0,1.0864344292315928,0.6901719196508193
109,5510,50,cup.pict,nan,low,old,test,110,1165,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,2665,590.821,context1,1.0,context1.cup.pict.nan.,0.1014083273107783,0.2578980817451232,0.0,1.0,1.0,True,context1.cup.pict.moisture.,False,1.0,0.4805286572215862,0.3,0.3,3.0,1.0825528192241838,0.7225946639083696
110,5511,50,mushroom.pict,nan,high,old,test,111,7663,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,9163,593.486,context1,1.0,context1.mushroom.pict.nan.,0.10176261173995087,0.2585582501539693,0.0,1.0,1.0,True,context1.mushroom.pict.machine.,False,1.0,0.48099077510777843,0.3,0.3,3.0,1.081765381890269,0.7290782035145801
112,5513,50,basket.pict,nan,high,old,test,113,1482,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2982,605.244,context1,1.0,context1.basket.pict.nan.,0.10147033729759931,0.2580589525345803,0.0,1.0,1.0,True,context1.basket.pict.family.,False,1.0,0.48064126677420616,0.3,0.3,3.0,1.0823604161810412,0.7237349261460568
113,5514,50,calculator.pict,nan,low,old,test,114,4648,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,6148,608.226,context1,1.0,context1.calculator.pict.nan.,0.07516706081675162,0.19162616795077952,0.0,1.0,1.0,True,context1.calculator.pict.napkin.,False,1.0,0.47973193803533454,0.3,0.3,3.0,1.083911802021924,0.19742626989889245
114,5515,50,chair2.pict,nan,high,old,test,115,2899,fake,high,high,high,high,2.5,high3,fam,0.0,1.0,0.0,1.0,4399,614.374,context1,1.0,context1.chair2.pict.nan.,0.10147690661791946,0.2581715120075452,0.0,1.0,1.0,True,context1.chair2.pict.crowd.,False,1.0,0.4807200584052816,0.3,0.3,3.0,1.0822286989228074,0.7238555903439252
117,5518,50,owl.pict,nan,low,old,test,118,3337,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,4837,627.223,context1,1.0,context1.owl.pict.nan.,0.0991692401659511,0.2540832356519694,0.0,1.0,1.0,True,context1.owl.pict.racket.,False,1.0,0.4778582649563785,0.3,0.3,3.0,1.0871164228548076,0.679955777827505
41,5562,51,cow.pict,nan,high,old,test,42,1578,fake,low,low,low,low,-3.5,low4,fam,0.0,1.0,0.0,1.0,3078,383.13399999999996,context1,1.0,context1.cow.pict.nan.,0.11651248329287715,0.2773163765082471,0.0,1.0,1.0,True,context1.cow.pict.chief.,False,1.0,0.4941214635557729,0.3,0.3,3.0,1.0596941868668823,0.9222295095396863
43,5564,51,spoon.pict,nan,high,old,test,44,948,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,2448,389.23699999999997,context1,1.0,context1.spoon.pict.nan.,0.11927340502788109,0.2827175310321818,0.0,1.0,1.0,True,context1.spoon.pict.column.,False,1.0,0.4979022717225272,0.3,0.3,3.0,1.0534448861019277,0.9420113800604415
44,5565,51,keyboard.pict,nan,low,old,test,45,1194,fake,high,high,low,high,0.5,high1,new,0.0,0.0,1.0,0.0,2694,391.685,context1,0.0,context1.keyboard.pict.nan.,0.11426037109968196,0.27114327691203777,0.0,1.0,1.0,True,context1.keyboard.pict.malaria.,False,1.0,0.4978533948701793,0.3,0.3,3.0,1.0535226550659214,0.9026021414298067
48,5569,51,grapes.pict,nan,low,old,test,49,930,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2430,402.147,context1,1.0,context1.grapes.pict.nan.,0.1078211606574878,0.2585824863615041,0.0,1.0,1.0,True,context1.grapes.pict.warrior.,False,1.0,0.4954755518787829,0.3,0.3,3.0,1.0574496321159832,0.827113503969207
49,5570,51,orange.pict,nan,low,old,test,50,625,fake,high,high,high,high,3.5,high4,rem,1.0,0.0,0.0,1.0,2125,404.577,context1,1.0,context1.orange.pict.nan.,0.11545870336453659,0.2777623993001152,0.0,1.0,1.0,True,context1.orange.pict.morphine.,False,1.0,0.49443367951008055,0.3,0.3,3.0,1.0591746543146998,0.9134555852733075
51,5572,51,balloons.pict,nan,low,old,test,52,1309,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2809,409.13599999999997,context1,1.0,context1.balloons.pict.nan.,0.11517115116336357,0.27768719880715753,0.0,1.0,1.0,True,context1.balloons.pict.monkey.,False,1.0,0.4943810391650102,0.3,0.3,3.0,1.0592619183161656,0.9109374888471526
57,5578,51,lemon.pict,nan,low,old,test,58,1106,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2606,427.47499999999997,context1,1.0,context1.lemon.pict.nan.,0.11045336838183999,0.2706147081072298,0.0,1.0,1.0,True,context1.lemon.pict.beverage.,False,1.0,0.4894302956750608,0.3,0.3,3.0,1.0675164223230376,0.8615711962637256
58,5579,51,bottle2.pict,nan,low,old,test,59,641,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2141,430.08099999999996,context1,1.0,context1.bottle2.pict.nan.,0.10748544375783019,0.26345312953755945,0.0,1.0,1.0,True,context1.bottle2.pict.parcel.,False,1.0,0.4893829471684492,0.3,0.3,3.0,1.0675934869549764,0.822355552141409
61,5582,51,sock.pict,nan,high,old,test,62,2242,fake,low,low,nan,nan,-0.5,low1,fam,0.0,1.0,0.0,1.0,3742,438.53499999999997,context1,1.0,context1.sock.pict.nan.,0.10856836770050617,0.26774702764440456,0.0,1.0,1.0,True,context1.sock.pict.smile.,False,1.0,0.4874229193510832,0.3,0.3,3.0,1.070882233806944,0.8374087118362843
62,5583,51,pumpkins.pict,nan,high,old,test,63,879,fake,high,high,high,high,3.5,high4,rem,1.0,0.0,0.0,1.0,2379,442.277,context1,1.0,context1.pumpkins.pict.nan.,0.11119436518724848,0.2725130394668126,0.0,1.0,1.0,True,context1.pumpkins.pict.station.,False,1.0,0.49075912762676877,0.3,0.3,3.0,1.0652942623861925,0.8703628634918714
63,5584,51,mushroom.pict,nan,low,old,test,64,659,fake,high,high,low,low,0.5,high1,rem,1.0,0.0,0.0,1.0,2159,444.65599999999995,context1,1.0,context1.mushroom.pict.nan.,0.10963176904993303,0.26979241299080453,0.0,1.0,1.0,True,context1.mushroom.pict.nozzle.,False,1.0,0.4888546890935631,0.3,0.3,3.0,1.0684777110979136,0.8513580429109773
64,5585,51,butterfly.pict,nan,high,old,test,65,620,fake,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2120,446.815,context1,1.0,context1.butterfly.pict.nan.,0.11056289365853718,0.2714677044180652,0.0,1.0,1.0,True,context1.butterfly.pict.mouth.,False,1.0,0.49002739309264565,0.3,0.3,3.0,1.0665122628189345,0.8628956626542558
65,5586,51,skates.pict,nan,low,old,test,66,749,fake,high,high,low,low,0.5,high1,rem,1.0,0.0,0.0,1.0,2249,448.935,context1,1.0,context1.skates.pict.nan.,0.10928167447541301,0.26886694980011233,0.0,1.0,1.0,True,context1.skates.pict.napkin.,False,1.0,0.48933476942296483,0.3,0.3,3.0,1.0676714286293296,0.8468567457598023
66,5587,51,refrigerator.pict,nan,low,old,test,67,755,fake,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2255,451.18399999999997,context1,1.0,context1.refrigerator.pict.nan.,0.10774906283165135,0.2668040157810205,0.0,1.0,1.0,True,context1.refrigerator.pict.wallet.,False,1.0,0.4867628110467143,0.3,0.3,3.0,1.0719915300111686,0.826098605070775
67,5588,51,computer.pict,nan,low,old,test,68,2197,fake,low,low,low,low,-2.5,low3,fam,0.0,1.0,0.0,1.0,3697,453.43899999999996,context1,1.0,context1.computer.pict.nan.,0.09193825382818621,0.22731630199884142,0.0,1.0,1.0,True,context1.computer.pict.mechanic.,False,1.0,0.48767739285172884,0.3,0.3,3.0,1.0704531860540771,0.5280549423711266
69,5590,51,baby.pict,nan,low,old,test,70,970,fake,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2470,460.467,context1,1.0,context1.baby.pict.nan.,0.1074597011387747,0.2666781468147315,0.0,1.0,1.0,True,context1.baby.pict.knuckle.,False,1.0,0.486674702770312,0.3,0.3,3.0,1.0721434762776092,0.8219873349359417
73,5594,51,pepper.pict,nan,high,old,test,74,918,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2418,472.082,context1,1.0,context1.pepper.pict.nan.,0.10633574983911633,0.2650268035140953,0.0,1.0,1.0,True,context1.pepper.pict.school.,False,1.0,0.4855187624598667,0.3,0.3,3.0,1.0740926683789351,0.8054435515753555
74,5595,51,salad.pict,nan,low,old,test,75,3157,fake,low,low,high,low,-0.5,low1,new,0.0,0.0,1.0,0.0,4657,474.5,context1,0.0,context1.salad.pict.nan.,0.10897311946809032,0.26963901967764914,0.0,1.0,1.0,True,context1.salad.pict.stair.,False,1.0,0.4887473137743543,0.3,0.3,3.0,1.0686579661863258,0.8428153967373411
75,5596,51,cheese.pict,nan,high,old,test,76,733,fake,high,high,high,high,2.5,high3,rem,1.0,0.0,0.0,1.0,2233,479.157,context1,1.0,context1.cheese.pict.nan.,0.10792513300809974,0.26795678542476326,0.0,1.0,1.0,True,context1.cheese.pict.floor.,False,1.0,0.48756974979733425,0.3,0.3,3.0,1.0706387994175752,0.8285704299471518
77,5598,51,bacon.pict,nan,low,old,test,78,738,fake,low,low,low,low,-3.5,low4,rem,1.0,0.0,0.0,1.0,2238,485.50699999999995,context1,1.0,context1.bacon.pict.nan.,0.08776150857792794,0.21767170998047722,0.0,1.0,1.0,True,context1.bacon.pict.poison.,False,1.0,0.48834788861493916,0.3,0.3,3.0,1.0693316742128143,0.43681680802624534
81,5602,51,knife.pict,nan,high,old,test,82,667,fake,high,high,low,nan,0.5,high1,rem,1.0,0.0,0.0,1.0,2167,497.72799999999995,context1,1.0,context1.knife.pict.nan.,0.10430378081874671,0.2618912133660873,0.0,1.0,1.0,True,context1.knife.pict.block.,False,1.0,0.48332384935626105,0.3,0.3,3.0,1.0778027450162444,0.7732559095385645
82,5603,51,binoculars.pict,nan,high,old,test,83,640,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2140,499.895,context1,1.0,context1.binoculars.pict.nan.,0.10820243926175382,0.2687518281899096,0.0,1.0,1.0,True,context1.binoculars.pict.audience.,False,1.0,0.48812627973293665,0.3,0.3,3.0,1.0696986602041807,0.8324177155979453
84,5605,51,pencil.pict,nan,low,old,test,85,791,fake,low,low,low,low,-2.5,low3,rem,1.0,0.0,0.0,1.0,2291,505.48499999999996,context1,1.0,context1.pencil.pict.nan.,0.07618557095083074,0.1900941273325988,0.0,1.0,1.0,True,context1.pencil.pict.leaflet.,False,1.0,0.48664571902812226,0.3,0.3,3.0,1.0721924363723838,0.2133346437408467
85,5606,51,elephant.pict,nan,low,old,test,86,584,fake,low,low,low,low,-3.5,low4,rem,1.0,0.0,0.0,1.0,2084,507.77599999999995,context1,1.0,context1.elephant.pict.nan.,0.06985321508295345,0.17534293837567905,0.0,1.0,1.0,True,context1.elephant.pict.singer.,False,1.0,0.4838660501437372,0.3,0.3,3.0,1.0768825132883868,0.12657397722408986
89,5610,51,pot2.pict,nan,high,old,test,90,3180,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,4680,521.531,context1,1.0,context1.pot2.pict.nan.,0.10321752273163681,0.2604203696168614,0.0,1.0,1.0,True,context1.pot2.pict.crowd.,False,1.0,0.482294258731803,0.3,0.3,3.0,1.0795512107777827,0.7548855777126726
91,5612,51,scissors.pict,nan,high,old,test,92,795,fake,low,low,high,low,-0.5,low1,new,0.0,0.0,1.0,0.0,2295,529.9599999999999,context1,0.0,context1.scissors.pict.nan.,0.07682798992885388,0.1924349369994645,0.0,1.0,1.0,True,context1.scissors.pict.dress.,False,1.0,0.48569784444874375,0.3,0.3,3.0,1.0737903253454018,0.2237419531938456
94,5615,51,dice.pict,nan,high,old,test,95,1237,fake,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,2737,539.3299999999999,context1,1.0,context1.dice.pict.nan.,0.10355109478287176,0.2612158070486786,0.0,1.0,1.0,True,context1.dice.pict.valley.,False,1.0,0.482851064934075,0.3,0.3,3.0,1.0786056780634543,0.7606105165943902
96,5617,51,chair2.pict,nan,high,old,test,97,2883,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,4383,545.97,context1,1.0,context1.chair2.pict.nan.,0.10326391871482761,0.260791709337743,0.0,1.0,1.0,True,context1.chair2.pict.market.,False,1.0,0.48255419653642007,0.3,0.3,3.0,1.0791097648100365,0.7556862334414168
97,5618,51,boots.pict,nan,high,old,test,98,1256,fake,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2756,550.353,context1,1.0,context1.boots.pict.nan.,0.10482916566415046,0.2636175869271824,0.0,1.0,1.0,True,context1.boots.pict.machine.,False,1.0,0.48453231084902765,0.3,0.3,3.0,1.075759105430088,0.7818544418518223
98,5619,51,gloves.pict,nan,low,old,test,99,583,fake,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,2083,553.1089999999999,context1,1.0,context1.gloves.pict.nan.,0.09047635288114485,0.22905165101548156,0.0,1.0,1.0,True,context1.gloves.pict.steeple.,False,1.0,0.4815740475914533,0.3,0.3,3.0,1.0807732371127068,0.49604256843288486
101,5622,51,printer.pict,nan,high,old,test,102,3323,fake,high,high,high,high,2.5,high3,new,0.0,0.0,1.0,0.0,4823,563.312,context1,0.0,context1.printer.pict.nan.,0.10413615873335333,0.26253801796677695,0.0,1.0,1.0,True,context1.printer.pict.morning.,False,1.0,0.4837766125767438,0.3,0.3,3.0,1.077037806057001,0.7704728625288985
105,5626,51,flower.pict,nan,low,old,test,106,2274,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,3774,579.3199999999999,context1,1.0,context1.flower.pict.nan.,0.0999234062097354,0.2551070693716408,0.0,1.0,1.0,True,context1.flower.pict.bayonet.,False,1.0,0.4785749485601485,0.3,0.3,3.0,1.0858895755326206,0.6946242502522064
106,5627,51,briefcase.pict,nan,high,old,test,107,693,fake,high,high,high,high,3.5,high4,rem,1.0,0.0,0.0,1.0,2193,583.0939999999999,context1,1.0,context1.briefcase.pict.nan.,0.10310375348873785,0.2608470049856743,0.0,1.0,1.0,True,context1.briefcase.pict.college.,False,1.0,0.48259290348997197,0.3,0.3,3.0,1.0790439820777102,0.752916303011238
108,5629,51,stethoscope.pict,nan,high,old,test,109,1031,fake,low,low,high,high,-0.5,low1,new,0.0,0.0,1.0,0.0,2531,588.704,context1,0.0,context1.stethoscope.pict.nan.,0.10141757589891254,0.2578892068117286,0.0,1.0,1.0,True,context1.stethoscope.pict.hospital.,False,1.0,0.48052244476820993,0.3,0.3,3.0,1.0825644703804937,0.7227648762123874
109,5630,51,shoes.pict,nan,low,old,test,110,1755,fake,high,high,low,low,0.5,high1,new,0.0,0.0,1.0,0.0,3255,591.235,context1,0.0,context1.shoes.pict.nan.,0.0978289827551721,0.2483510466199492,0.0,1.0,1.0,True,context1.shoes.pict.bouquet.,False,1.0,0.4812218921779123,0.3,0.3,3.0,1.0813716013295767,0.6531930908862802
115,5636,51,sheep.pict,nan,high,old,test,116,794,fake,low,low,low,low,-3.5,low4,rem,1.0,0.0,0.0,1.0,2294,608.894,context1,1.0,context1.sheep.pict.nan.,0.10089984334357412,0.25718689687298424,0.0,1.0,1.0,True,context1.sheep.pict.husband.,False,1.0,0.48003082781108897,0.3,0.3,3.0,1.0834032956060757,0.7131586624117234
116,5637,51,stereo.pict,nan,high,old,test,117,864,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2364,611.188,context1,1.0,context1.stereo.pict.nan.,0.09953520024650367,0.25467465467255146,0.0,1.0,1.0,True,context1.stereo.pict.office.,False,1.0,0.478272258270786,0.3,0.3,3.0,1.0864044075298849,0.6871107167972218
117,5638,51,umbrella.pict,nan,low,old,test,118,1983,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,3483,613.552,context1,1.0,context1.umbrella.pict.nan.,0.09689916774838858,0.24819347854898888,0.0,1.0,1.0,True,context1.umbrella.pict.stripe.,False,1.0,0.4779102320855513,0.3,0.3,3.0,1.0870243770434886,0.6341561643437622
