,subject,group,condition,list,stim1,stim2,free_recall_acc,cued_recall_acc,cue_type,trial,cue_type_prioritem1,cue_type_prioritem2,cue_type_prioritem3,cue_type_prioritem4,cue_type_consec_value,cue_type_consec_lab,procedure,testtria,response,duration,extra,onset,epiname,epiA_cued_recall,epiA_free_recall,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,cued_recall_acc_pred,free_recall_acc_pred
50,28,d,reh,contextd2,zustand,nan,0,0,tbr,51,tbr,tbf,tbf,tbf,0.5,tbr1,test,3,nan,3000,0,138.001,zustand.nan.contextd2.,0.872483689,1.039702869,0.382762011,0,1,0.969538787,TRUE,zustand.schnee.contextd2.,FALSE,1,0.595204162,0.3,0.3,3,0.759328166,0.416423294,0.218761237
51,28,d,reh,contextd2,stamm,nan,0,0,tbr,52,tbf,tbr,tbr,tbr,-0.5,tbf1,test,4,nan,3000,0,141.001,stamm.nan.contextd2.,0.914252338,2.483475708,0.423091019,0,1,0.977942727,TRUE,stamm.garten.contextd2.,FALSE,1,0.599149019,0.3,0.3,3,0.754299564,0.49900027,0.361866952
52,28,d,reh,contextd2,ozean,nan,0,0,tbr,53,tbr,tbr,tbf,tbf,1.5,tbr2,test,5,vorkommen,3000,0,144.001,ozean.nan.contextd2.,0.806838921,0.250965499,0.320363583,0,1,0.982231455,TRUE,ozean.lehne.contextd2.,FALSE,1,0.587520827,0.3,0.3,3,0.768504805,0.295009291,0.156866235
53,28,d,reh,contextd2,kind,nan,0,0,tbr,54,tbr,tbf,tbf,tbf,0.5,tbr1,test,6,nan,3000,0,147.001,kind.nan.contextd2.,0.847076318,0.712475147,0.369690692,0,1,0.98473239,TRUE,kind.gericht.contextd2.,FALSE,1,0.580817343,0.3,0.3,3,0.776887707,0.36771615,0.191539982
54,28,d,reh,contextd2,tatsache,nan,0,0,tbr,55,tbf,tbf,tbf,tbr,-2.5,tbf3,test,7,nan,3000,0,150.001,tatsache.nan.contextd2.,0.889872066,1.695936703,0.409483065,0,1,0.986350147,TRUE,tatsache.schläger.contextd2.,FALSE,1,0.586638146,0.3,0.3,3,0.769540277,0.450565033,0.279556567
55,28,d,reh,contextd2,kosten,nan,0,1,tbr,56,tbf,tbf,tbf,tbr,-2.5,tbf3,test,8,jahr,3000,0,153.001,kosten.nan.contextd2.,0.868794319,1.208458601,0.395596382,0,1,0.987483142,TRUE,kosten.jahr.contextd2.,FALSE,1,0.576917468,0.3,0.3,3,0.7818126,0.409250751,0.233627783
56,28,d,reh,contextd2,rat,nan,0,1,tbr,57,tbr,tbr,tbf,tbf,1.5,tbr2,test,9,stein,3000,0,156.001,rat.nan.contextd2.,0.851452294,0.916017404,0.384312035,0,1,0.988326239,TRUE,rat.stein.contextd2.,FALSE,1,0.569018425,0.3,0.3,3,0.791997335,0.375978661,0.208219787
57,28,d,reh,contextd2,gegenstand,nan,0,1,tbr,58,tbf,tbf,tbf,nan,-2.5,tbf3,test,10,pferd,3000,0,159.001,gegenstand.nan.contextd2.,0.844503129,0.818261747,0.380067047,0,1,0.988983534,TRUE,gegenstand.pferd.contextd2.,FALSE,1,0.566046933,0.3,0.3,3,0.795873779,0.36288573,0.200104412
58,28,d,reh,contextd2,hand,nan,0,1,tbr,59,tbr,tbr,tbr,tbf,2.5,tbr3,test,11,planet,3000,0,162.001,hand.nan.contextd2.,0.848013887,0.860930376,0.382862442,0,1,0.989514895,TRUE,hand.planet.contextd2.,FALSE,1,0.568003709,0.3,0.3,3,0.793307214,0.369481428,0.203622993
59,28,d,reh,contextd2,welt,nan,1,1,tbr,60,tbr,tbr,tbr,tbr,2.5,tbr3,test,12,wille,3000,0,165.001,welt.nan.contextd2.,0.847416528,0.849690131,0.382862442,0,1,0.989956938,TRUE,welt.willen.contextd2.,FALSE,1,0.568003709,0.3,0.3,3,0.793302575,0.368356385,0.202692528
48,29,a,reh+att,contexta1,arme,nan,0,0,tbr,49,tbf,tbr,tbf,tbr,-0.5,tbf1,test,1,nan,3000,60000,132.001,arme.nan.contexta1.,0.926546498,3.172822885,0.430367839,0,1,0.898907597,TRUE,arme.glück.contexta1.,FALSE,1,0.601257487,0.3,0.3,3,0.756727535,0.523475124,0.439771332
49,29,a,reh+att,contexta1,funktion,nan,0,0,tbr,50,tbr,tbr,tbf,tbf,1.5,tbr2,test,2,nan,3000,0,135.001,funktion.nan.contexta1.,0.894790751,1.889753293,0.409483065,0,1,0.952470381,TRUE,funktion.dorf.contexta1.,FALSE,1,0.586638146,0.3,0.3,3,0.770599917,0.460300985,0.298962626
50,29,a,reh+att,contexta1,vorschlag,nan,0,0,tbr,51,tbr,tbr,tbr,tbf,2.5,tbr3,test,3,nan,3000,0,138.001,vorschlag.nan.contexta1.,0.893620915,1.841738373,0.409483065,0,1,0.970880803,TRUE,vorschlag.poster.contexta1.,FALSE,1,0.586638146,0.3,0.3,3,0.769878508,0.457983054,0.29409838
51,29,a,reh+att,contexta1,prinzip,nan,0,0,tbr,52,tbf,nan,nan,nan,-0.5,tbf1,test,4,nan,3000,0,141.001,prinzip.nan.contexta1.,0.857696781,1.036385486,0.385798383,0,1,0.978806983,TRUE,prinzip.zaun.contexta1.,FALSE,1,0.570058868,0.3,0.3,3,0.790803613,0.387867462,0.218474554
52,29,a,reh+att,contexta1,industrie,nan,0,1,tbr,53,tbr,tbf,tbf,tbf,0.5,tbr1,test,5,artikel,3000,0,144.001,industrie.nan.contexta1.,0.879435468,1.451926166,0.401167632,0,1,0.98285016,TRUE,industrie.artikel.contexta1.,FALSE,1,0.580817343,0.3,0.3,3,0.776918901,0.430012367,0.256029496
53,29,a,reh+att,contexta1,werk,nan,0,1,tbr,54,tbf,tbr,tbf,tbr,-0.5,tbf1,test,6,aufgabe,3000,0,147.001,werk.nan.contexta1.,0.894004524,1.820597192,0.411748209,0,1,0.985207629,TRUE,werk.aufgabe.contexta1.,FALSE,1,0.588223747,0.3,0.3,3,0.767579693,0.45874299,0.291968291
54,29,a,reh+att,contexta1,chef,nan,1,1,tbr,55,tbr,tbr,tbf,tbr,1.5,tbr2,test,7,acker,3000,0,150.001,chef.nan.contexta1.,0.811656371,0.266358926,0.324535928,0,1,0.986733007,TRUE,chef.acker.contexta1.,FALSE,1,0.588215895,0.3,0.3,3,0.767567544,0.303361728,0.157951656
55,29,a,reh+att,contexta1,zahl,nan,0,0,tbr,56,tbf,tbf,tbf,tbr,-2.5,tbf3,test,8,nan,3000,0,153.001,zahl.nan.contexta1.,0.854356325,0.962952811,0.385798383,0,1,0.987802023,TRUE,zahl.verhalten.contexta1.,FALSE,1,0.570058868,0.3,0.3,3,0.790650065,0.381493741,0.212184244
56,29,a,reh+att,contexta1,raum,nan,0,1,tbr,57,tbf,tbr,tbr,tbr,-0.5,tbf1,test,9,berlin,3000,0,156.001,raum.nan.contexta1.,0.876234607,1.353199937,0.401167632,0,1,0.988598328,TRUE,raum.berliner.contexta1.,FALSE,1,0.580817343,0.3,0.3,3,0.776834999,0.423744123,0.246812716
57,29,a,reh+att,contexta1,haus,nan,1,1,tbr,58,tbf,tbr,tbf,tbr,-0.5,tbf1,test,10,system,3000,0,159.001,haus.nan.contexta1.,0.890948186,1.702206155,0.411748209,0,1,0.989219958,TRUE,haus.system.contexta1.,FALSE,1,0.588223747,0.3,0.3,3,0.767527239,0.452692752,0.280174615
58,29,a,reh+att,contexta1,idee,nan,0,1,tbr,59,tbf,tbf,tbf,tbf,-2.5,tbf3,test,11,morgen,3000,0,162.001,idee.nan.contexta1.,0.85690326,0.989555018,0.388888509,0,1,0.989723257,TRUE,idee.morgen.contexta1.,FALSE,1,0.572221956,0.3,0.3,3,0.787824182,0.386350583,0.21445069
59,29,a,reh+att,contexta1,mitte,nan,0,0,tbr,60,tbr,tbf,tbr,tbf,0.5,tbr1,test,12,zirkel,3000,0,165.001,mitte.nan.contexta1.,0.841971864,0.591218738,0.365076879,0,1,0.990142657,TRUE,mitte.stift.contexta1.,FALSE,1,0.586638146,0.3,0.3,3,0.769494701,0.358155197,0.182004128
48,29,a,reh+att,contexta2,geschichte,nan,0,1,tbr,49,tbf,tbr,nan,nan,-0.5,tbf1,test,1,ergebnis,3000,60000,132.001,geschichte.nan.contexta2.,0.870565498,1.296843954,0.392148478,0,1,0.89338304,TRUE,geschichte.ergebnis.contexta2.,FALSE,1,0.574503934,0.3,0.3,3,0.790638789,0.412690485,0.241632231
49,29,a,reh+att,contexta2,bereich,nan,0.5,0,tbr,50,tbr,tbr,tbr,tbf,2.5,tbr3,test,2,bäcker,3000,0,135.001,bereich.nan.contexta2.,0.731846572,0.04262427,0.235654341,0,1,0.950091693,TRUE,bereich.berg.contexta2.,FALSE,1,0.532075339,0.3,0.3,3,0.843386035,0.180558825,0.142659125
50,29,a,reh+att,contexta2,zeit,nan,0.5,0,tbr,51,tbr,tbf,tbf,tbf,0.5,tbr1,test,3,nan,3000,0,138.001,zeit.nan.contexta2.,0.882422927,1.263585977,0.391462777,0,1,0.969596868,TRUE,zeit.ventil.contexta2.,FALSE,1,0.597133686,0.3,0.3,3,0.756971243,0.435878695,0.238602936
51,29,a,reh+att,contexta2,jugend,nan,0,1,tbr,52,tbf,tbf,tbr,tbr,-1.5,tbf2,test,4,general,3000,0,141.001,jugend.nan.contexta2.,0.87757533,1.418027983,0.399253271,0,1,0.977999489,TRUE,jugend.general.contexta2.,FALSE,1,0.57947729,0.3,0.3,3,0.77871649,0.426367407,0.252844756
52,29,a,reh+att,contexta2,inhalt,nan,0,0,tbr,53,tbr,tbr,tbf,tbf,1.5,tbr2,test,5,nan,3000,0,144.001,inhalt.nan.contexta2.,0.810066414,0.263356914,0.322405525,0,1,0.982287241,TRUE,inhalt.zweck.contexta2.,FALSE,1,0.591849374,0.3,0.3,3,0.763135709,0.300593401,0.157739592
53,29,a,reh+att,contexta2,theater,nan,0,0,tbr,54,tbr,tbf,tbr,nan,0.5,tbr1,test,6,nan,3000,0,147.001,theater.nan.contexta2.,0.8559086,0.996405653,0.385798383,0,1,0.984787193,TRUE,theater.zeitung.contexta2.,FALSE,1,0.570058868,0.3,0.3,3,0.790692312,0.384451663,0.215036619
55,29,a,reh+att,contexta2,bauer,nan,0,0,tbr,56,tbr,tbr,tbf,tbr,1.5,tbr2,test,8,gelegenheit,3000,0,153.001,bauer.nan.contexta2.,0.852157297,0.930335662,0.384312035,0,1,0.987535765,TRUE,bauer.versuch.contexta2.,FALSE,1,0.569018425,0.3,0.3,3,0.792007089,0.377315264,0.209424539
56,29,a,reh+att,contexta2,mädchen,nan,1,1,tbr,57,tbf,tbf,tbf,tbf,-2.5,tbf3,test,9,ding,3000,0,156.001,mädchen.nan.contexta2.,0.873434569,1.294559428,0.399253271,0,1,0.988377688,TRUE,mädchen.ding.contexta2.,FALSE,1,0.57947729,0.3,0.3,3,0.778538101,0.418276533,0.24142348
57,29,a,reh+att,contexta2,schädel,nan,0,1,tbr,58,tbr,tbr,tbr,tbr,2.5,tbr3,test,10,million,3000,0,159.001,schädel.nan.contexta2.,0.837259133,0.670340529,0.370784714,0,1,0.989033781,TRUE,schädel.million.contexta2.,FALSE,1,0.569018425,0.3,0.3,3,0.791989145,0.349406091,0.188192271
58,29,a,reh+att,contexta2,kultur,nan,0,0,tbr,59,tbf,tbf,tbf,tbr,-2.5,tbf3,test,11,theater,3000,0,162.001,kultur.nan.contexta2.,0.877782756,1.375412812,0.40314382,0,1,0.989563928,TRUE,kultur.bedeutung.contexta2.,FALSE,1,0.582200674,0.3,0.3,3,0.775074487,0.426773555,0.248870837
59,29,a,reh+att,contexta2,monat,nan,0,0,tbr,60,tbr,tbr,tbr,tbf,2.5,tbr3,test,12,nan,3000,0,165.001,monat.nan.contexta2.,0.84328265,0.796583318,0.380067047,0,1,0.990004759,TRUE,monat.mitarbeiter.contexta2.,FALSE,1,0.566046933,0.3,0.3,3,0.795862809,0.360602183,0.198330833
48,29,a,reh,contextb1,volk,nan,1,1,tbr,49,tbf,tbr,tbf,tbr,-0.5,tbf1,test,1,straße,3000,60000,132.001,volk.nan.contextb1.,0.918007928,2.764400292,0.424476695,0,1,0.899718393,TRUE,volk.straße.contextb1.,FALSE,1,0.597133686,0.3,0.3,3,0.761639775,0.506480646,0.393124618
49,29,a,reh,contextb1,mittel,nan,0,0,tbr,50,tbf,tbr,tbf,tbf,-0.5,tbf1,test,2,nan,3000,0,135.001,mittel.nan.contextb1.,0.905096692,2.228354226,0.416538821,0,1,0.95284484,TRUE,mittel.zusammenhang.contextb1.,FALSE,1,0.591577175,0.3,0.3,3,0.764447997,0.480770827,0.334251565
50,29,a,reh,contextb1,verlobung,nan,0,1,tbr,51,tbf,tbf,tbr,tbr,-1.5,tbf2,test,3,augenblick,3000,0,138.001,verlobung.nan.contextb1.,0.923951711,2.996774027,0.430367839,0,1,0.971104358,TRUE,verlobung.augenblick.contextb1.,FALSE,1,0.601257487,0.3,0.3,3,0.751929833,0.518313763,0.419521665
51,29,a,reh,contextb1,beispiel,nan,0,0,tbr,52,tbr,nan,nan,nan,0.5,tbr1,test,4,fall,3000,0,141.001,beispiel.nan.contextb1.,0.857696781,1.036385486,0.385798383,0,1,0.978964941,TRUE,beispiel.blut.contextb1.,FALSE,1,0.570058868,0.3,0.3,3,0.790800203,0.387867462,0.218474554
52,29,a,reh,contextb1,tier,nan,0,0,tbr,53,tbf,tbf,tbr,tbr,-1.5,tbf2,test,5,nan,3000,0,144.001,tier.nan.contextb1.,0.861345305,1.091142237,0.388888509,0,1,0.98297421,TRUE,tier.flasche.contextb1.,FALSE,1,0.572221956,0.3,0.3,3,0.787918383,0.394863615,0.223234161
53,29,a,reh,contextb1,gruppe,nan,0,0,tbr,54,tbf,tbf,tbr,tbf,-1.5,tbf2,test,6,nan,3000,0,147.001,gruppe.nan.contextb1.,0.870372745,1.251159893,0.395596382,0,1,0.985311589,TRUE,gruppe.stück.contextb1.,FALSE,1,0.576917468,0.3,0.3,3,0.781842802,0.412315817,0.237476466
54,29,a,reh,contextb1,schutz,nan,0,1,tbr,55,tbf,tbf,tbf,tbr,-2.5,tbf3,test,7,bildung,3000,0,150.001,schutz.nan.contextb1.,0.877730844,1.398484741,0.401167632,0,1,0.986823735,TRUE,schutz.bildung.contextb1.,FALSE,1,0.580817343,0.3,0.3,3,0.776857297,0.426671902,0.251018187
55,29,a,reh,contextb1,stimme,nan,1,1,tbr,56,tbr,tbr,tbf,tbf,1.5,tbr2,test,8,tätigkeit,3000,0,153.001,stimme.nan.contextb1.,0.807507254,0.248939199,0.322405525,0,1,0.987883312,TRUE,stimme.tätigkeit.contextb1.,FALSE,1,0.588876822,0.3,0.3,3,0.766730709,0.296161692,0.156723723
56,29,a,reh,contextb1,teil,nan,0,0,tbr,57,tbr,tbf,tbr,tbf,0.5,tbr1,test,9,nan,3000,0,156.001,teil.nan.contextb1.,0.840973923,0.589700588,0.363095483,0,1,0.988672465,TRUE,teil.besen.contextb1.,FALSE,1,0.585108038,0.3,0.3,3,0.771425825,0.356296123,0.181886651
57,29,a,reh,contextb1,lösung,nan,1,1,tbr,58,tbr,tbf,tbf,tbr,0.5,tbr1,test,10,körper,3000,0,159.001,lösung.nan.contextb1.,0.855011959,0.756316137,0.374756508,0,1,0.989288426,TRUE,lösung.körper.contextb1.,FALSE,1,0.589868677,0.3,0.3,3,0.765483337,0.382742244,0.195061732
59,29,a,reh,contextb1,untersuchung,nan,0,0,tbr,60,tbf,tbr,tbf,tbf,-0.5,tbf1,test,12,nan,3000,0,165.001,untersuchung.nan.contextb1.,0.845325818,0.822390325,0.381447959,0,1,0.990202555,TRUE,untersuchung.brücke.contextb1.,FALSE,1,0.567013572,0.3,0.3,3,0.794594375,0.364427764,0.200443261
48,29,a,reh,contextb2,regel,nan,0,0,tbr,49,tbr,tbr,nan,nan,1.5,tbr2,test,1,nan,3000,60000,132.001,regel.nan.contextb2.,0.870565498,1.296843954,0.392148478,0,1,0.899200423,TRUE,regel.bild.contextb2.,FALSE,1,0.574503934,0.3,0.3,3,0.790021934,0.412690485,0.241632231
49,29,a,reh,contextb2,mensch,nan,1,1,tbr,50,tbf,tbr,tbr,tbr,-0.5,tbf1,test,2,rechte,3000,0,135.001,mensch.nan.contextb2.,0.879762544,1.487929989,0.399253271,0,1,0.952624907,TRUE,mensch.rechte.contextb2.,FALSE,1,0.57947729,0.3,0.3,3,0.779616439,0.430653902,0.259434836
50,29,a,reh,contextb2,ofen,nan,0,0,tbr,51,tbf,tbf,tbr,tbf,-1.5,tbf2,test,3,ordinate,3000,0,138.001,ofen.nan.contextb2.,0.900358463,2.050999587,0.414098111,0,1,0.970988371,TRUE,ofen.gardinen.contextb2.,FALSE,1,0.589868677,0.3,0.3,3,0.765854965,0.471350091,0.315558913
51,29,a,reh,contextb2,farbe,nan,0,0,tbr,52,tbr,tbr,tbr,tbr,2.5,tbr3,test,4,nan,3000,0,141.001,farbe.nan.contextb2.,0.864658813,1.156307192,0.390496195,0,1,0.978894296,TRUE,farbe.roller.contextb2.,FALSE,1,0.573347336,0.3,0.3,3,0.786544784,0.401246941,0.228974638
52,29,a,reh,contextb2,boden,nan,0,0,tbr,53,tbr,tbr,tbr,tbr,2.5,tbr3,test,5,nan,3000,0,144.001,boden.nan.contextb2.,0.845981673,0.766695467,0.372755204,0,1,0.982926881,TRUE,boden.gebiet.contextb2.,FALSE,1,0.573347336,0.3,0.3,3,0.786466076,0.365658661,0.195901231
53,29,a,reh,contextb2,rede,nan,0,0,tbr,54,tbr,tbr,tbr,nan,2.5,tbr3,test,6,nan,3000,0,147.001,rede.nan.contextb2.,0.8559086,0.996405653,0.385798383,0,1,0.98527785,TRUE,rede.vorstellung.contextb2.,FALSE,1,0.570058868,0.3,0.3,3,0.790684803,0.384451663,0.215036619
54,29,a,reh,contextb2,luft,nan,0,1,tbr,55,tbf,tbr,tbf,tbf,-0.5,tbf1,test,7,unterstützung,3000,0,150.001,luft.nan.contextb2.,0.874926046,1.337741747,0.399253271,0,1,0.986798697,TRUE,luft.unterstützung.contextb2.,FALSE,1,0.57947729,0.3,0.3,3,0.778558139,0.421187023,0.245385841
56,29,a,reh,contextb2,wirtschaft,nan,0,1,tbr,57,tbf,tbf,tbr,tbf,-1.5,tbf2,test,9,vertrag,3000,0,156.001,wirtschaft.nan.contextb2.,0.863010414,1.098254109,0.392148478,0,1,0.98865771,TRUE,wirtschaft.vertrag.contextb2.,FALSE,1,0.574503934,0.3,0.3,3,0.784893372,0.398067963,0.223856647
57,29,a,reh,contextb2,wirkung,nan,0,0,tbr,58,tbr,nan,nan,nan,0.5,tbr1,test,10,nan,3000,0,159.001,wirkung.nan.contextb2.,0.840545824,0.769298193,0.377400252,0,1,0.989276905,TRUE,wirkung.vertreter.contextb2.,FALSE,1,0.564180177,0.3,0.3,3,0.798324225,0.355499658,0.196112088
58,29,a,reh,contextb2,abschluss,nan,1,1,tbr,59,tbf,tbf,tbf,tbf,-2.5,tbf3,test,11,rathaus,3000,0,162.001,abschluss.nan.contextb2.,0.890287864,1.677656807,0.411748209,0,1,0.989778048,TRUE,abschluss.rathaus.contextb2.,FALSE,1,0.588223747,0.3,0.3,3,0.767521247,0.45138699,0.277758306
59,29,a,reh,contextb2,schneider,nan,1,1,tbr,60,tbr,tbf,tbf,tbf,0.5,tbr1,test,12,nacht,3000,0,165.001,schneider.nan.contextb2.,0.872939762,1.145383832,0.39502712,0,1,0.990195499,TRUE,schneider.nacht.contextb2.,FALSE,1,0.588223747,0.3,0.3,3,0.767516973,0.417311938,0.228006644
49,29,a,control,contextc1,düne,nan,0,1,tbr,50,tbr,tbr,tbr,tbr,2.5,tbr3,test,2,arena,3000,0,135.001,düne.nan.contextc1.,0.710315737,0.027960957,0.216865848,0,1,0.949653658,TRUE,düne.arena.contextc1.,FALSE,1,0.5287335,0.3,0.3,3,0.848151884,0.153689166,0.141693067
50,29,a,control,contextc1,gesicht,nan,0,0,tbr,51,tbr,tbr,tbf,tbf,1.5,tbr2,test,3,nan,3000,0,138.001,gesicht.nan.contextc1.,0.866753764,0.999647926,0.3815716,0,1,0.969347585,TRUE,gesicht.verwaltung.contextc1.,FALSE,1,0.588223747,0.3,0.3,3,0.767948162,0.405296533,0.215314252
51,29,a,control,contextc1,zweifel,nan,1,1,tbr,52,tbf,tbr,tbf,tbr,-0.5,tbf1,test,4,aussicht,3000,0,141.001,zweifel.nan.contextc1.,0.874844293,1.358023047,0.397397256,0,1,0.97783237,TRUE,zweifel.aussicht.contextc1.,FALSE,1,0.578178079,0.3,0.3,3,0.780374124,0.421027375,0.247258823
52,29,a,control,contextc1,führung,nan,0,0,tbr,53,tbr,tbr,tbr,tbr,2.5,tbr3,test,5,nan,3000,0,144.001,führung.nan.contextc1.,0.696643896,0.022715717,0.211313141,0,1,0.982162492,TRUE,führung.wandern.contextc1.,FALSE,1,0.522882482,0.3,0.3,3,0.855404611,0.138076831,0.141348575
53,29,a,control,contextc1,insel,nan,0,0,tbr,54,tbr,tbr,tbr,tbf,2.5,tbr3,test,6,berg,3000,0,147.001,insel.nan.contextc1.,0.791494131,0.198553682,0.311273504,0,1,0.984687365,TRUE,insel.sofa.contextc1.,FALSE,1,0.582578765,0.3,0.3,3,0.77466145,0.2691374,0.153207459
54,29,a,control,contextc1,verhältnis,nan,0,0,tbr,55,tbr,tbr,tbr,tbr,2.5,tbr3,test,7,nan,3000,0,150.001,verhältnis.nan.contextc1.,0.68808601,0.020019309,0.20769701,0,1,0.986320278,TRUE,verhältnis.titel.contextc1.,FALSE,1,0.519071338,0.3,0.3,3,0.860855491,0.128874178,0.141171704
55,29,a,control,contextc1,punkt,nan,0,0,tbr,56,tbr,tbf,tbf,tbf,0.5,tbr1,test,8,nan,3000,0,153.001,punkt.nan.contextc1.,0.874157714,1.315319533,0.399253271,0,1,0.987463524,TRUE,punkt.woche.contextc1.,FALSE,1,0.57947729,0.3,0.3,3,0.778549392,0.419687141,0.243324053
56,29,a,control,contextc1,karton,nan,0,1,tbr,57,tbf,tbf,tbf,tbr,-2.5,tbf3,test,9,kartoffel,3000,0,156.001,karton.nan.contextc1.,0.849307145,0.885777068,0.382862442,0,1,0.988313895,TRUE,karton.koffer.contextc1.,FALSE,1,0.568003709,0.3,0.3,3,0.793320826,0.371920918,0.205688814
57,29,a,control,contextc1,tag,nan,1,1,tbr,58,tbf,tbr,tbf,tbf,-0.5,tbf1,test,10,wald,3000,0,159.001,tag.nan.contextc1.,0.850786455,0.902696962,0.384312035,0,1,0.988976538,TRUE,tag.wald.contextc1.,FALSE,1,0.569018425,0.3,0.3,3,0.791989789,0.374717674,0.207102672
58,29,a,control,contextc1,jahrhundert,nan,1,1,tbr,59,tbr,tbr,tbr,tbr,2.5,tbr3,test,11,stern,3000,0,162.001,jahrhundert.nan.contextc1.,0.689922443,0.022843324,0.217071025,0,1,0.989511935,TRUE,jahrhundert.stern.contextc1.,FALSE,1,0.513552582,0.3,0.3,3,0.868884054,0.130812213,0.141356949
59,29,a,control,contextc1,menge,nan,0,1,tbr,60,tbf,tbf,tbf,tbr,-2.5,tbf3,test,12,ziegel,3000,0,165.001,menge.nan.contextc1.,0.858663127,1.013415578,0.390496195,0,1,0.989957083,TRUE,menge.ziegel.contextc1.,FALSE,1,0.573347336,0.3,0.3,3,0.78636862,0.389717021,0.216495478
48,29,a,control,contextc2,nähe,nan,0,0,tbr,49,tbf,tbf,tbr,tbr,-1.5,tbf2,test,1,nan,3000,60000,132.001,nähe.nan.contextc2.,0.883904993,1.601948346,0.401167632,0,1,0.898493428,TRUE,nähe.computer.contextc2.,FALSE,1,0.580817343,0.3,0.3,3,0.782035991,0.438794285,0.270371297
49,29,a,control,contextc2,einheit,nan,0.5,0,tbr,50,tbr,tbf,tbr,tbf,0.5,tbr1,test,2,ebene,3000,0,135.001,einheit.nan.contextc2.,0.871778971,1.311293159,0.393847699,0,1,0.952297054,TRUE,einheit.erklärung.contextc2.,FALSE,1,0.575693389,0.3,0.3,3,0.784463384,0.415051015,0.242954811
50,29,a,control,contextc2,preis,nan,0,0,tbr,51,tbf,tbr,tbf,tbf,-0.5,tbf1,test,3,wirkung,3000,0,138.001,preis.nan.contextc2.,0.890422572,1.750199753,0.407297198,0,1,0.970791474,TRUE,preis.schwierigkeit.contextc2.,FALSE,1,0.585108038,0.3,0.3,3,0.771796374,0.451653327,0.284927674
51,29,a,control,contextc2,bürger,nan,1,1,tbr,52,tbr,tbf,tbr,tbf,0.5,tbr1,test,4,philosophie,3000,0,141.001,bürger.nan.contextc2.,0.864656836,0.875241188,0.376010588,0,1,0.978754223,TRUE,bürger.philosophie.contextc2.,FALSE,1,0.595204162,0.3,0.3,3,0.759084566,0.401243125,0.204811318
52,29,a,control,contextc2,verhandlung,nan,0.5,1,tbr,53,tbf,nan,nan,nan,-0.5,tbf1,test,5,westen,3000,0,144.001,verhandlung.nan.contextc2.,0.854562928,0.980898832,0.384312035,0,1,0.982816124,TRUE,verhandlung.westen.contextc2.,FALSE,1,0.569018425,0.3,0.3,3,0.792078624,0.381887037,0.213711663
53,29,a,control,contextc2,sohn,nan,1,1,tbr,54,tbf,tbr,tbr,tbf,-0.5,tbf1,test,6,angeklagte,3000,0,147.001,sohn.nan.contextc2.,0.908469061,2.294725375,0.421720232,0,1,0.985184434,TRUE,sohn.angeklagte.contextc2.,FALSE,1,0.595204162,0.3,0.3,3,0.758966022,0.487482765,0.341357237
54,29,a,control,contextc2,literatur,nan,0,0,tbr,55,tbf,tbr,tbf,nan,-0.5,tbf1,test,7,nan,3000,0,150.001,literatur.nan.contextc2.,0.852906354,0.945793913,0.384312035,0,1,0.986716686,TRUE,literatur.wirklichkeit.contextc2.,FALSE,1,0.569018425,0.3,0.3,3,0.79201787,0.378736997,0.210729805
55,29,a,control,contextc2,gestalt,nan,0,0,tbr,56,tbf,tbr,tbf,tbf,-0.5,tbf1,test,8,nan,3000,0,153.001,gestalt.nan.contextc2.,0.889090677,1.66703179,0.409483065,0,1,0.987790368,TRUE,gestalt.karte.contextc2.,FALSE,1,0.586638146,0.3,0.3,3,0.769521237,0.449020949,0.276715686
56,29,a,control,contextc2,folge,nan,0,0,tbr,57,tbf,tbf,tbr,tbf,-1.5,tbf2,test,9,nan,3000,0,156.001,folge.nan.contextc2.,0.863010414,1.098254109,0.392148478,0,1,0.988589997,TRUE,folge.kabel.contextc2.,FALSE,1,0.574503934,0.3,0.3,3,0.78489416,0.398067963,0.223856647
57,29,a,control,contextc2,schicksal,nan,0,0,tbr,58,tbr,tbf,tbr,tbf,0.5,tbr1,test,10,nan,3000,0,159.001,schicksal.nan.contextc2.,0.834914742,0.573495589,0.363114331,0,1,0.989214084,TRUE,schicksal.weise.contextc2.,FALSE,1,0.576917468,0.3,0.3,3,0.78179198,0.345083046,0.180635634
58,29,a,control,contextc2,wein,nan,1,1,tbr,59,tbf,tbr,tbf,tbr,-0.5,tbf1,test,11,unterführung,3000,0,162.001,wein.nan.contextc2.,0.893690732,1.771164413,0.414098111,0,1,0.98971925,TRUE,wein.unterführung.contextc2.,FALSE,1,0.589868677,0.3,0.3,3,0.765478714,0.458121351,0.287015916
59,29,a,control,contextc2,gedanke,nan,0,0,tbr,60,tbf,tbf,tbr,tbr,-1.5,tbf2,test,12,nan,3000,0,165.001,gedanke.nan.contextc2.,0.868778233,1.188362931,0.397397256,0,1,0.990140099,TRUE,gedanke.linie.contextc2.,FALSE,1,0.578178079,0.3,0.3,3,0.780172606,0.409219542,0.23182859
